State,Residence_Type,Gender,Education level,Labor force participation rate according to usual status based on different general education level,Working population rate according to usual status based on different general education level,Unemployment rate according to usual status based on different general education level
Jharkhand,Total,Male,All,76.9,72.5,5.7
Jharkhand,Total,Male,Diploma/Certificate Course,64.5,48,25.6
Jharkhand,Total,Male,Graduate,77.3,67,13.3
Jharkhand,Total,Male,Higher Secondary,60.8,54.7,9.9
Jharkhand,Total,Male,Literate & Upto Primary,88,85.6,2.8
Jharkhand,Total,Male,Middle,76,71.2,6.4
Jharkhand,Total,Male,Not Literate,83.9,83.4,0.7
Jharkhand,Total,Male,Post Graduate & Above,86.8,73.7,15
Jharkhand,Total,Male,Secondary,68.3,63.3,7.3
Jharkhand,Total,Male,Secondary & Above,68.9,61.9,10.2
Jharkhand,Total,Person,All,55.9,53.6,4.2
Jharkhand,Total,Person,Diploma/Certificate Course,59.3,44.7,24.7
Jharkhand,Total,Person,Graduate,59.7,51.4,14
Jharkhand,Total,Person,Higher Secondary,43.8,39.8,9.1
Jharkhand,Total,Person,Literate & Upto Primary,63.3,62,2
Jharkhand,Total,Person,Middle,58.6,55.8,4.8
Jharkhand,Total,Person,Not Literate,57.1,57,0.3
Jharkhand,Total,Person,Post Graduate & Above,63.1,54.1,14.3
Jharkhand,Total,Person,Secondary,47.6,44.6,6.2
Jharkhand,Total,Person,Secondary & Above,49.7,44.9,9.6
Jharkhand,Urban,Female,All,15.5,14,9.8
Jharkhand,Urban,Female,Diploma/Certificate Course,24.9,24.9,0
Jharkhand,Urban,Female,Graduate,22.2,14.3,35.4
Jharkhand,Urban,Female,Higher Secondary,13.1,12.5,4.9
Jharkhand,Urban,Female,Literate & Upto Primary,19.1,18.9,1
Jharkhand,Urban,Female,Middle,16.6,16.6,0
Jharkhand,Urban,Female,Not Literate,14.5,14.5,0
Jharkhand,Urban,Female,Post Graduate & Above,28.2,22.9,18.8
Jharkhand,Urban,Female,Secondary,7.2,6.3,12.8
Jharkhand,Urban,Female,Secondary & Above,14.8,11.7,20.9
Jharkhand,Urban,Male,All,71.5,64.6,9.6
Jharkhand,Urban,Male,Diploma/Certificate Course,61.6,43.7,29
Jharkhand,Urban,Male,Graduate,76.9,68,11.6
Jharkhand,Urban,Male,Higher Secondary,66.9,58.1,13.1
Jharkhand,Urban,Male,Literate & Upto Primary,83.1,75.8,8.7
Jharkhand,Urban,Male,Middle,68.4,63,8
Jharkhand,Urban,Male,Not Literate,78.4,76.9,1.9
Jharkhand,Urban,Male,Post Graduate & Above,86.2,76.5,11.2
Jharkhand,Urban,Male,Secondary,60.7,54.7,9.9
Jharkhand,Urban,Male,Secondary & Above,69,60.8,11.9
Jharkhand,Urban,Person,All,44.4,40.1,9.7
Jharkhand,Urban,Person,Diploma/Certificate Course,58.3,42,27.9
Jharkhand,Urban,Person,Graduate,55.9,47.4,15.2
Jharkhand,Urban,Person,Higher Secondary,42.5,37.4,11.9
Jharkhand,Urban,Person,Literate & Upto Primary,52.3,48.5,7.4
Jharkhand,Urban,Person,Middle,44.6,41.6,6.6
Jharkhand,Urban,Person,Not Literate,35,34.5,1.3
Jharkhand,Urban,Person,Post Graduate & Above,53.3,46.2,13.5
Jharkhand,Urban,Person,Secondary,36.7,33,10.2
Jharkhand,Urban,Person,Secondary & Above,45.6,39.6,13.1
Odisha,Rural,Female,All,25.2,24.2,4.2
Odisha,Rural,Female,Diploma/Certificate Course,95.4,53.6,43.8
Odisha,Rural,Female,Graduate,38,22.5,40.8
Odisha,Rural,Female,Higher Secondary,13.7,11.6,15.4
Odisha,Rural,Female,Literate & Upto Primary,28.1,27.8,1.2
Odisha,Rural,Female,Middle,19.5,18.5,4.8
Odisha,Rural,Female,Not Literate,30.6,30.6,0
Odisha,Rural,Female,Post Graduate & Above,76.7,76.7,0
Odisha,Rural,Female,Secondary,14.4,12.3,14
Odisha,Rural,Female,Secondary & Above,18.6,14.7,20.9
Odisha,Rural,Male,All,79.8,74.6,6.6
Odisha,Rural,Male,Diploma/Certificate Course,83,55.7,32.9
Odisha,Rural,Male,Graduate,86.4,70,19
Odisha,Rural,Male,Higher Secondary,61.1,52.2,14.7
Odisha,Rural,Male,Literate & Upto Primary,88.6,87.2,1.7
Odisha,Rural,Male,Middle,84.6,78.6,7.1
Odisha,Rural,Male,Not Literate,79.6,77.9,2.2
Odisha,Rural,Male,Post Graduate & Above,94.2,92.7,1.6
Odisha,Rural,Male,Secondary,64.4,56.8,11.9
Odisha,Rural,Male,Secondary & Above,68.8,58.7,14.6
Odisha,Rural,Person,All,52.1,48.9,6
Odisha,Rural,Person,Diploma/Certificate Course,84.9,55.4,34.7
Odisha,Rural,Person,Graduate,70.8,54.7,22.8
Odisha,Rural,Person,Higher Secondary,41.8,35.7,14.8
Odisha,Rural,Person,Literate & Upto Primary,60,59.1,1.6
Odisha,Rural,Person,Middle,55.3,51.6,6.7
Odisha,Rural,Person,Not Literate,47.8,47.2,1.3
Odisha,Rural,Person,Post Graduate & Above,87.8,86.8,1.1
Odisha,Rural,Person,Secondary,40.7,35.7,12.2
Odisha,Rural,Person,Secondary & Above,47.5,40,15.7
Odisha,Total,Female,All,24.4,22.8,6.6
Odisha,Total,Female,Diploma/Certificate Course,79.2,52.5,33.7
Odisha,Total,Female,Graduate,30.7,19.1,37.9
Odisha,Total,Female,Higher Secondary,13,10.6,18.5
Odisha,Total,Female,Literate & Upto Primary,26.8,26.3,2
Odisha,Total,Female,Middle,18.8,17.8,5.5
Odisha,Total,Female,Not Literate,30.6,30.5,0.4
Odisha,Total,Female,Post Graduate & Above,48.5,43.6,10.2
Odisha,Total,Female,Secondary,14.2,10.8,24
Odisha,Total,Female,Secondary & Above,18.9,13.9,26.4
Odisha,Total,Male,All,79,73.4,7.1
Odisha,Total,Male,Diploma/Certificate Course,85.2,65,23.7
Odisha,Total,Male,Graduate,84.1,69.7,17
Odisha,Total,Male,Higher Secondary,58.7,50.3,14.2
Odisha,Total,Male,Literate & Upto Primary,88.2,86.4,2
Odisha,Total,Male,Middle,84.6,78.3,7.5
Odisha,Total,Male,Not Literate,79.4,77.5,2.4
Odisha,Total,Male,Post Graduate & Above,86.8,81.1,6.5
Odisha,Total,Male,Secondary,64,56.7,11.4
Odisha,Total,Male,Secondary & Above,69,59.4,13.8
Odisha,Total,Person,All,51.2,47.6,7
Odisha,Total,Person,Diploma/Certificate Course,84.1,62.7,25.5
Odisha,Total,Person,Graduate,63.6,50.3,20.9
Odisha,Total,Person,Higher Secondary,39.2,33.4,14.8
Odisha,Total,Person,Literate & Upto Primary,58.6,57.4,2
Odisha,Total,Person,Middle,54.7,50.8,7.2
Odisha,Total,Person,Not Literate,47.5,46.8,1.6
Odisha,Total,Person,Post Graduate & Above,71.3,66,7.5
Odisha,Total,Person,Secondary,40.1,34.6,13.5
Odisha,Total,Person,Secondary & Above,47.1,39.5,16
Odisha,Urban,Female,All,20.3,15.8,21.9
Odisha,Urban,Female,Diploma/Certificate Course,65.1,51.4,21
Odisha,Urban,Female,Graduate,25,16.4,34.4
Odisha,Urban,Female,Higher Secondary,11.5,8.4,27.1
Odisha,Urban,Female,Literate & Upto Primary,17.5,15.6,11.1
Odisha,Urban,Female,Middle,14.8,13.2,11
Odisha,Urban,Female,Not Literate,30.4,28.9,5
Odisha,Urban,Female,Post Graduate & Above,36.5,29.4,19.3
Odisha,Urban,Female,Secondary,13.5,5,63
Odisha,Urban,Female,Secondary & Above,19.4,12.2,37.4
Odisha,Urban,Male,All,75,67.4,10.1
Odisha,Urban,Male,Diploma/Certificate Course,88.6,78.9,10.9
Odisha,Urban,Male,Graduate,80.8,69.4,14.2
Odisha,Urban,Male,Higher Secondary,51.1,44.7,12.6
Odisha,Urban,Male,Literate & Upto Primary,83.8,79.2,5.5
Odisha,Urban,Male,Middle,85.2,76.6,10.1
Odisha,Urban,Male,Not Literate,76.1,71.9,5.5
Odisha,Urban,Male,Post Graduate & Above,82.7,74.8,9.6
Odisha,Urban,Male,Secondary,62.3,56.5,9.3
Odisha,Urban,Male,Secondary & Above,69.5,61.2,11.9
Odisha,Urban,Person,All,47,41,12.7
Odisha,Urban,Person,Diploma/Certificate Course,83.1,72.5,12.8
Odisha,Urban,Person,Graduate,55.7,45.5,18.3
Odisha,Urban,Person,Higher Secondary,32,27.1,15.1
Odisha,Urban,Person,Literate & Upto Primary,47.1,43.9,6.7
Odisha,Urban,Person,Middle,50.9,45.7,10.2
Odisha,Urban,Person,Not Literate,44.2,41.9,5.3
Odisha,Urban,Person,Post Graduate & Above,63.2,55.6,12
Odisha,Urban,Person,Secondary,37.5,30.4,19.1
Odisha,Urban,Person,Secondary & Above,46.1,38.3,16.9
Odisha,Rural,Female,All,34.8,33.6,3.6
Odisha,Rural,Female,Diploma/Certificate Course,73.1,73.1,0
Odisha,Rural,Female,Graduate,38.1,24.5,35.5
Odisha,Rural,Female,Higher Secondary,19.8,15.5,22
Odisha,Rural,Female,Literate & Upto Primary,39.3,39.3,0
Odisha,Rural,Female,Middle,24.5,23.3,4.7
Odisha,Rural,Female,Not Literate,42.8,42.8,0
Odisha,Rural,Female,Post Graduate & Above,64.7,61.5,4.9
Odisha,Rural,Female,Secondary,21.9,19.4,11.3
Odisha,Rural,Female,Secondary & Above,25,20.1,19.4
Odisha,Rural,Male,All,79,73.4,7
Odisha,Rural,Male,Diploma/Certificate Course,69.1,45.1,34.8
Odisha,Rural,Male,Graduate,91.3,65.3,28.5
Odisha,Rural,Male,Higher Secondary,65.6,53.2,18.9
Odisha,Rural,Male,Literate & Upto Primary,86.8,85.1,1.9
Odisha,Rural,Male,Middle,81.2,76.8,5.3
Odisha,Rural,Male,Not Literate,76.2,76.2,0.1
Odisha,Rural,Male,Post Graduate & Above,74.8,67.1,10.3
Odisha,Rural,Male,Secondary,70.6,62.8,11.1
Odisha,Rural,Male,Secondary & Above,73.7,60.3,18.3
Odisha,Rural,Person,All,56.4,53,6
Odisha,Rural,Person,Diploma/Certificate Course,69.5,47.8,31.2
Odisha,Rural,Person,Graduate,71.6,50.3,29.8
Odisha,Rural,Person,Higher Secondary,46.1,37.1,19.5
Odisha,Rural,Person,Literate & Upto Primary,63.3,62.5,1.3
Odisha,Rural,Person,Middle,55,52.1,5.2
Odisha,Rural,Person,Not Literate,55.1,55.1,0
Odisha,Rural,Person,Post Graduate & Above,71.7,65.4,8.8
Odisha,Rural,Person,Secondary,48.3,42.9,11.1
Odisha,Rural,Person,Secondary & Above,53.2,43.4,18.5
Odisha,Total,Female,All,33.1,31.8,4.1
Odisha,Total,Female,Diploma/Certificate Course,52.6,43.3,17.7
Odisha,Total,Female,Graduate,35.6,24.1,32.3
Odisha,Total,Female,Higher Secondary,17.9,14.6,18.6
Odisha,Total,Female,Literate & Upto Primary,37,37,0
Odisha,Total,Female,Middle,23.5,22.5,4.1
Odisha,Total,Female,Not Literate,42.2,42.2,0
Odisha,Total,Female,Post Graduate & Above,66.4,56.9,14.2
Odisha,Total,Female,Secondary,19.6,17.4,11
Odisha,Total,Female,Secondary & Above,24.3,19.7,19.1
Odisha,Total,Male,All,78.3,72.7,7.1
Odisha,Total,Male,Diploma/Certificate Course,72,50.7,29.5
Odisha,Total,Male,Graduate,89.3,68.2,23.6
Odisha,Total,Male,Higher Secondary,64.6,53.9,16.5
Odisha,Total,Male,Literate & Upto Primary,86.4,84.8,1.9
Odisha,Total,Male,Middle,80.1,75.8,5.4
Odisha,Total,Male,Not Literate,76.6,76.5,0.1
Odisha,Total,Male,Post Graduate & Above,76.1,69.6,8.6
Odisha,Total,Male,Secondary,69.6,62.2,10.6
Odisha,Total,Male,Secondary & Above,73.3,61.4,16.3
Odisha,Total,Person,All,55.3,51.9,6.2
Odisha,Total,Person,Diploma/Certificate Course,69.5,49.8,28.4
Odisha,Total,Person,Graduate,68.8,51.4,25.3
Odisha,Total,Person,Higher Secondary,44.2,36.7,16.9
Odisha,Total,Person,Literate & Upto Primary,61.7,60.9,1.3
Odisha,Total,Person,Middle,53.6,50.9,5.1
Odisha,Total,Person,Not Literate,54.7,54.7,0.1
Odisha,Total,Person,Post Graduate & Above,72.5,64.9,10.5
Odisha,Total,Person,Secondary,46.5,41.6,10.7
Odisha,Total,Person,Secondary & Above,52.5,43.6,16.9
Odisha,Urban,Female,All,23.5,21.6,8
Odisha,Urban,Female,Diploma/Certificate Course,32.4,13.8,57.3
Odisha,Urban,Female,Graduate,31.3,23.3,25.6
Odisha,Urban,Female,Higher Secondary,13.2,12.4,6.1
Odisha,Urban,Female,Literate & Upto Primary,17.3,17.3,0
Odisha,Urban,Female,Middle,18.2,18.2,0
Odisha,Urban,Female,Not Literate,35.4,35.4,0
Odisha,Urban,Female,Post Graduate & Above,67,55.2,17.6
Odisha,Urban,Female,Secondary,9.6,8.8,7.9
Odisha,Urban,Female,Secondary & Above,22.5,18.4,18
Odisha,Urban,Male,All,74.6,68.9,7.6
Odisha,Urban,Male,Diploma/Certificate Course,78,62.5,19.9
Odisha,Urban,Male,Graduate,85.4,74,13.3
Odisha,Urban,Male,Higher Secondary,61.8,56.1,9.1
Odisha,Urban,Male,Literate & Upto Primary,81.9,80.7,1.5
Odisha,Urban,Male,Middle,73.9,69.9,5.4
Odisha,Urban,Male,Not Literate,82,81.2,0.9
Odisha,Urban,Male,Post Graduate & Above,76.9,71.1,7.6
Odisha,Urban,Male,Secondary,65,59.5,8.5
Odisha,Urban,Male,Secondary & Above,72.2,64.4,10.8
Odisha,Urban,Person,All,49.2,45.4,7.7
Odisha,Urban,Person,Diploma/Certificate Course,69.5,53.4,23.1
Odisha,Urban,Person,Graduate,63.5,53.5,15.8
Odisha,Urban,Person,Higher Secondary,39.1,35.7,8.7
Odisha,Urban,Person,Literate & Upto Primary,46.3,45.7,1.2
Odisha,Urban,Person,Middle,46.5,44.5,4.4
Odisha,Urban,Person,Not Literate,50.5,50.3,0.5
Odisha,Urban,Person,Post Graduate & Above,72.9,64.6,11.3
Odisha,Urban,Person,Secondary,38.9,35.6,8.4
Odisha,Urban,Person,Secondary & Above,50.6,44.4,12.2
Chhattisgarh,Rural,Female,All,53,52.6,0.7
Chhattisgarh,Rural,Female,Diploma/Certificate Course,28.4,0,100
Chhattisgarh,Rural,Female,Graduate,36.6,34.1,6.9
Chhattisgarh,Rural,Female,Higher Secondary,26.9,25.1,6.6
Chhattisgarh,Rural,Female,Literate & Upto Primary,65.4,65.4,0
Chhattisgarh,Rural,Female,Middle,45.4,45.2,0.5
Chhattisgarh,Rural,Female,Not Literate,64.5,64.5,0
Chhattisgarh,Rural,Female,Post Graduate & Above,46.3,32.7,29.3
Chhattisgarh,Rural,Female,Secondary,30.5,30,1.7
Chhattisgarh,Rural,Female,Secondary & Above,29.8,28.2,5.3
Chhattisgarh,Rural,Male,All,76.5,74.5,2.6
Chhattisgarh,Rural,Male,Diploma/Certificate Course,86.1,86.1,0
Chhattisgarh,Rural,Male,Graduate,87.6,84.3,3.7
Chhattisgarh,Rural,Male,Higher Secondary,65,63.7,1.9
Chhattisgarh,Rural,Male,Literate & Upto Primary,91,89.1,2.1
Chhattisgarh,Rural,Male,Middle,79.9,76.7,4
Chhattisgarh,Rural,Male,Not Literate,73.7,73.7,0
Chhattisgarh,Rural,Male,Post Graduate & Above,97.7,85.6,12.4
Chhattisgarh,Rural,Male,Secondary,59.3,57.9,2.4
Chhattisgarh,Rural,Male,Secondary & Above,67.4,65.2,3.2
Chhattisgarh,Rural,Person,All,65,63.8,1.8
Chhattisgarh,Rural,Person,Diploma/Certificate Course,54.3,38.7,28.8
Chhattisgarh,Rural,Person,Graduate,73.1,70.1,4.2
Chhattisgarh,Rural,Person,Higher Secondary,49.2,47.8,3
Chhattisgarh,Rural,Person,Literate & Upto Primary,77.7,76.8,1.2
Chhattisgarh,Rural,Person,Middle,65.6,63.6,3
Chhattisgarh,Rural,Person,Not Literate,67.8,67.8,0
Chhattisgarh,Rural,Person,Post Graduate & Above,89.5,77.2,13.8
Chhattisgarh,Rural,Person,Secondary,47.3,46.2,2.2
Chhattisgarh,Rural,Person,Secondary & Above,52.7,50.7,3.7
Chhattisgarh,Total,Female,All,48.4,47.7,1.5
Chhattisgarh,Total,Female,Diploma/Certificate Course,39.3,23.1,41.2
Chhattisgarh,Total,Female,Graduate,36.7,31,15.6
Chhattisgarh,Total,Female,Higher Secondary,23.9,22.2,7.4
Chhattisgarh,Total,Female,Literate & Upto Primary,60.9,60.9,0
Chhattisgarh,Total,Female,Middle,41.7,41.2,1.4
Chhattisgarh,Total,Female,Not Literate,61.5,61.5,0
Chhattisgarh,Total,Female,Post Graduate & Above,41.3,34.3,16.9
Chhattisgarh,Total,Female,Secondary,26.9,26.3,2
Chhattisgarh,Total,Female,Secondary & Above,28.3,26,8.2
Chhattisgarh,Total,Male,All,76.7,74.4,3
Chhattisgarh,Total,Male,Diploma/Certificate Course,71.4,68.2,4.5
Chhattisgarh,Total,Male,Graduate,84.2,79.2,5.9
Chhattisgarh,Total,Male,Higher Secondary,65.8,64.1,2.6
Chhattisgarh,Total,Male,Literate & Upto Primary,90.8,88.8,2.1
Chhattisgarh,Total,Male,Middle,79.6,76.4,4
Chhattisgarh,Total,Male,Not Literate,74.5,74.5,0
Chhattisgarh,Total,Male,Post Graduate & Above,91.7,84.2,8.3
Chhattisgarh,Total,Male,Secondary,60.3,58.4,3.1
Chhattisgarh,Total,Male,Secondary & Above,69.3,66.4,4.1
Chhattisgarh,Total,Person,All,62.7,61.2,2.4
Chhattisgarh,Total,Person,Diploma/Certificate Course,61,53.6,12.2
Chhattisgarh,Total,Person,Graduate,67.8,62.6,7.7
Chhattisgarh,Total,Person,Higher Secondary,48.1,46.3,3.6
Chhattisgarh,Total,Person,Literate & Upto Primary,75.2,74.2,1.2
Chhattisgarh,Total,Person,Middle,63.6,61.5,3.3
Chhattisgarh,Total,Person,Not Literate,66.1,66.1,0
Chhattisgarh,Total,Person,Post Graduate & Above,72.1,64.8,10.2
Chhattisgarh,Total,Person,Secondary,45.7,44.4,2.9
Chhattisgarh,Total,Person,Secondary & Above,52.4,49.8,5
Chhattisgarh,Urban,Female,All,29.3,27.1,7.4
Chhattisgarh,Urban,Female,Diploma/Certificate Course,46.9,39.1,16.6
Chhattisgarh,Urban,Female,Graduate,36.7,29,21
Chhattisgarh,Urban,Female,Higher Secondary,16,14.4,10.5
Chhattisgarh,Urban,Female,Literate & Upto Primary,37,37,0
Chhattisgarh,Urban,Female,Middle,23.2,20.9,10
Chhattisgarh,Urban,Female,Not Literate,38.4,38.4,0
Chhattisgarh,Urban,Female,Post Graduate & Above,40.5,34.6,14.5
Chhattisgarh,Urban,Female,Secondary,15.2,14.6,4
Chhattisgarh,Urban,Female,Secondary & Above,25.5,21.9,14.3
Chhattisgarh,Urban,Male,All,77.5,73.9,4.6
Chhattisgarh,Urban,Male,Diploma/Certificate Course,68.6,64.8,5.6
Chhattisgarh,Urban,Male,Graduate,80.6,73.9,8.4
Chhattisgarh,Urban,Male,Higher Secondary,68.3,65.1,4.7
Chhattisgarh,Urban,Male,Literate & Upto Primary,89.4,87.1,2.5
Chhattisgarh,Urban,Male,Middle,78.2,75.1,3.9
Chhattisgarh,Urban,Male,Not Literate,84.3,84.3,0
Chhattisgarh,Urban,Male,Post Graduate & Above,86.2,82.8,3.9
Chhattisgarh,Urban,Male,Secondary,65,61,6.2
Chhattisgarh,Urban,Male,Secondary & Above,73.8,69.3,6.1
Chhattisgarh,Urban,Person,All,53.2,50.3,5.4
Chhattisgarh,Urban,Person,Diploma/Certificate Course,63.1,58.3,7.6
Chhattisgarh,Urban,Person,Graduate,63.1,55.9,11.3
Chhattisgarh,Urban,Person,Higher Secondary,44.8,42.3,5.6
Chhattisgarh,Urban,Person,Literate & Upto Primary,61.7,60.6,1.7
Chhattisgarh,Urban,Person,Middle,52.6,49.9,5.2
Chhattisgarh,Urban,Person,Not Literate,50.4,50.4,0
Chhattisgarh,Urban,Person,Post Graduate & Above,62.8,58.1,7.4
Chhattisgarh,Urban,Person,Secondary,39.9,37.5,5.8
Chhattisgarh,Urban,Person,Secondary & Above,51.9,47.7,8
Chhattisgarh,Rural,Female,All,59.6,58.9,1.1
Chhattisgarh,Rural,Female,Diploma/Certificate Course,0,0,0
Chhattisgarh,Rural,Female,Graduate,48.4,34.9,27.8
Chhattisgarh,Rural,Female,Higher Secondary,33.8,31,8.2
Chhattisgarh,Rural,Female,Literate & Upto Primary,74.2,74.2,0
Chhattisgarh,Rural,Female,Middle,57.7,57.7,0
Chhattisgarh,Rural,Female,Not Literate,68.1,68.1,0
Chhattisgarh,Rural,Female,Post Graduate & Above,59.4,52,12.4
Chhattisgarh,Rural,Female,Secondary,35,35,0
Chhattisgarh,Rural,Female,Secondary & Above,36.8,33.9,7.8
Chhattisgarh,Rural,Male,All,83.1,80.5,3.2
Chhattisgarh,Rural,Male,Diploma/Certificate Course,80,20.3,74.6
Chhattisgarh,Rural,Male,Graduate,85.9,73.1,14.9
Chhattisgarh,Rural,Male,Higher Secondary,78,73.5,5.8
Chhattisgarh,Rural,Male,Literate & Upto Primary,95.3,94.2,1.1
Chhattisgarh,Rural,Male,Middle,82.2,80.1,2.6
Chhattisgarh,Rural,Male,Not Literate,83.6,83.5,0.1
Chhattisgarh,Rural,Male,Post Graduate & Above,95.4,80.3,15.8
Chhattisgarh,Rural,Male,Secondary,68.9,67.8,1.6
Chhattisgarh,Rural,Male,Secondary & Above,76.5,71.1,7.1
Chhattisgarh,Rural,Person,All,71.3,69.7,2.3
Chhattisgarh,Rural,Person,Diploma/Certificate Course,55.4,14.1,74.6
Chhattisgarh,Rural,Person,Graduate,73.6,60.6,17.7
Chhattisgarh,Rural,Person,Higher Secondary,59,55.2,6.4
Chhattisgarh,Rural,Person,Literate & Upto Primary,85.5,84.9,0.7
Chhattisgarh,Rural,Person,Middle,71.5,70.3,1.7
Chhattisgarh,Rural,Person,Not Literate,73.1,73.1,0
Chhattisgarh,Rural,Person,Post Graduate & Above,80.6,68.6,14.8
Chhattisgarh,Rural,Person,Secondary,54.5,53.8,1.2
Chhattisgarh,Rural,Person,Secondary & Above,60.1,55.7,7.3
Chhattisgarh,Total,Female,All,53.1,52.1,1.9
Chhattisgarh,Total,Female,Diploma/Certificate Course,11.1,11.1,0
Chhattisgarh,Total,Female,Graduate,41.7,30.9,26
Chhattisgarh,Total,Female,Higher Secondary,27.9,25.5,8.4
Chhattisgarh,Total,Female,Literate & Upto Primary,66.4,66.4,0
Chhattisgarh,Total,Female,Middle,52.4,52.1,0.5
Chhattisgarh,Total,Female,Not Literate,64.6,64.6,0
Chhattisgarh,Total,Female,Post Graduate & Above,52.1,44.2,15
Chhattisgarh,Total,Female,Secondary,29.9,29.9,0.2
Chhattisgarh,Total,Female,Secondary & Above,32.8,29.4,10.2
Chhattisgarh,Total,Male,All,82.3,78.9,4.1
Chhattisgarh,Total,Male,Diploma/Certificate Course,76.2,49.2,35.5
Chhattisgarh,Total,Male,Graduate,85.8,72.7,15.2
Chhattisgarh,Total,Male,Higher Secondary,76.1,71.5,6.1
Chhattisgarh,Total,Male,Literate & Upto Primary,94.6,92.9,1.8
Chhattisgarh,Total,Male,Middle,82.2,79.5,3.2
Chhattisgarh,Total,Male,Not Literate,83.2,83.1,0.1
Chhattisgarh,Total,Male,Post Graduate & Above,89,78.8,11.5
Chhattisgarh,Total,Male,Secondary,68.6,66.7,2.7
Chhattisgarh,Total,Male,Secondary & Above,76.4,70.3,8
Chhattisgarh,Total,Person,All,67.6,65.4,3.3
Chhattisgarh,Total,Person,Diploma/Certificate Course,62.1,40.9,34.1
Chhattisgarh,Total,Person,Graduate,68.5,56.3,17.8
Chhattisgarh,Total,Person,Higher Secondary,54.8,51.2,6.6
Chhattisgarh,Total,Person,Literate & Upto Primary,81.1,80.2,1.1
Chhattisgarh,Total,Person,Middle,68.9,67.3,2.3
Chhattisgarh,Total,Person,Not Literate,70.6,70.5,0.1
Chhattisgarh,Total,Person,Post Graduate & Above,72.4,63.2,12.7
Chhattisgarh,Total,Person,Secondary,51.5,50.4,2.1
Chhattisgarh,Total,Person,Secondary & Above,57.6,52.7,8.5
Chhattisgarh,Urban,Female,All,26.4,23.9,9.4
Chhattisgarh,Urban,Female,Diploma/Certificate Course,28.9,28.9,0
Chhattisgarh,Urban,Female,Graduate,37.5,28.3,24.5
Chhattisgarh,Urban,Female,Higher Secondary,13.2,11.9,9.6
Chhattisgarh,Urban,Female,Literate & Upto Primary,27.4,27.4,0
Chhattisgarh,Urban,Female,Middle,21,19.2,8.4
Chhattisgarh,Urban,Female,Not Literate,33.3,33.3,0
Chhattisgarh,Urban,Female,Post Graduate & Above,47.4,39.3,17.1
Chhattisgarh,Urban,Female,Secondary,14.8,14.6,1.5
Chhattisgarh,Urban,Female,Secondary & Above,25.5,21.3,16.4
Chhattisgarh,Urban,Male,All,78.9,72,8.6
Chhattisgarh,Urban,Male,Diploma/Certificate Course,73.9,67.2,9
Chhattisgarh,Urban,Male,Graduate,85.7,72.3,15.6
Chhattisgarh,Urban,Male,Higher Secondary,70.6,65.5,7.1
Chhattisgarh,Urban,Male,Literate & Upto Primary,89.3,82.8,7.2
Chhattisgarh,Urban,Male,Middle,81.7,75.5,7.6
Chhattisgarh,Urban,Male,Not Literate,78.4,77.4,1.3
Chhattisgarh,Urban,Male,Post Graduate & Above,83.6,77.5,7.4
Chhattisgarh,Urban,Male,Secondary,67.3,62.5,7.1
Chhattisgarh,Urban,Male,Secondary & Above,76.2,68.6,10
Chhattisgarh,Urban,Person,All,51.9,47.3,8.8
Chhattisgarh,Urban,Person,Diploma/Certificate Course,67.3,61.6,8.4
Chhattisgarh,Urban,Person,Graduate,64.1,52.7,17.9
Chhattisgarh,Urban,Person,Higher Secondary,43.6,40.3,7.5
Chhattisgarh,Urban,Person,Literate & Upto Primary,54.5,51.7,5.2
Chhattisgarh,Urban,Person,Middle,52.6,48.5,7.8
Chhattisgarh,Urban,Person,Not Literate,44.4,44.2,0.6
Chhattisgarh,Urban,Person,Post Graduate & Above,66.2,59.1,10.7
Chhattisgarh,Urban,Person,Secondary,41.1,38.6,6.1
Chhattisgarh,Urban,Person,Secondary & Above,52.6,46.6,11.4
Madhya Pradesh,Rural,Female,All,31.8,31.6,0.5
Madhya Pradesh,Rural,Female,Diploma/Certificate Course,77.6,77.6,0
Madhya Pradesh,Rural,Female,Graduate,23,21.3,7.3
Madhya Pradesh,Rural,Female,Higher Secondary,12.7,12.4,2.3
Madhya Pradesh,Rural,Female,Literate & Upto Primary,32.6,32.3,0.8
Madhya Pradesh,Rural,Female,Middle,16.9,16.6,1.6
Madhya Pradesh,Rural,Female,Not Literate,43,43,0
Madhya Pradesh,Rural,Female,Post Graduate & Above,38.2,35.7,6.7
Madhya Pradesh,Rural,Female,Secondary,11,11,0
Madhya Pradesh,Rural,Female,Secondary & Above,14.5,14,3.2
Madhya Pradesh,Rural,Male,All,80.8,78.4,2.9
Madhya Pradesh,Rural,Male,Diploma/Certificate Course,59.7,42.2,29.4
Madhya Pradesh,Rural,Male,Graduate,85.9,77.5,9.7
Madhya Pradesh,Rural,Male,Higher Secondary,61.7,59.8,3
Madhya Pradesh,Rural,Male,Literate & Upto Primary,95.2,94.1,1.1
Madhya Pradesh,Rural,Male,Middle,78.3,73.5,6.2
Madhya Pradesh,Rural,Male,Not Literate,84.6,84.6,0
Madhya Pradesh,Rural,Male,Post Graduate & Above,92.7,82.8,10.7
Madhya Pradesh,Rural,Male,Secondary,65.8,64.8,1.5
Madhya Pradesh,Rural,Male,Secondary & Above,68.9,65.8,4.4
Madhya Pradesh,Rural,Person,All,57.2,55.9,2.3
Madhya Pradesh,Rural,Person,Diploma/Certificate Course,61,44.7,26.7
