State,Residence_Type,Gender,Age group,Attendance ratio
Tripura,Rural,Female,14-17 years,91.5
Tripura,Rural,Female,18-23 years,23.7
Tripura,Rural,Female,24-29 years,0.9
Tripura,Rural,Female,30-35 years,0
Tripura,Rural,Female,3-35 years,47.4
Tripura,Rural,Female,3-5 years,81.9
Tripura,Rural,Female,5-29 years,55.7
Tripura,Rural,Female,6-10 years,100
Tripura,Rural,Male,11-13 years,98
Tripura,Rural,Male,14-17 years,84.8
Tripura,Rural,Male,18-23 years,20.4
Tripura,Rural,Male,24-29 years,2.7
Tripura,Rural,Male,30-35 years,0
Tripura,Rural,Male,3-35 years,50.3
Tripura,Rural,Male,3-5 years,68.8
Tripura,Rural,Male,5-29 years,60.7
Tripura,Rural,Male,6-10 years,100
Tripura,Rural,Person,11-13 years,98
Tripura,Rural,Person,14-17 years,87.5
Tripura,Rural,Person,18-23 years,22.1
Tripura,Rural,Person,24-29 years,1.7
Tripura,Rural,Person,30-35 years,0
Tripura,Rural,Person,3-35 years,48.9
Tripura,Rural,Person,3-5 years,74.4
Tripura,Rural,Person,5-29 years,58.3
Tripura,Rural,Person,6-10 years,100
Tripura,Total,Female,11-13 years,98.3
Tripura,Total,Female,14-17 years,91.6
Tripura,Total,Female,18-23 years,27.1
Tripura,Total,Female,24-29 years,1.6
Tripura,Total,Female,30-35 years,0
Tripura,Total,Female,3-35 years,47.8
Tripura,Total,Female,3-5 years,84.4
Tripura,Total,Female,5-29 years,55.8
Tripura,Total,Female,6-10 years,99.8
Tripura,Total,Male,11-13 years,98.2
Tripura,Total,Male,14-17 years,84.6
Tripura,Total,Male,18-23 years,25.2
Tripura,Total,Male,24-29 years,2.6
Tripura,Total,Male,30-35 years,0
Tripura,Total,Male,3-35 years,50.6
Tripura,Total,Male,3-5 years,71.4
Tripura,Total,Male,5-29 years,61.3
Tripura,Total,Male,6-10 years,100
Tripura,Total,Person,11-13 years,98.3
Tripura,Total,Person,14-17 years,87.6
Tripura,Total,Person,18-23 years,26.2
Tripura,Total,Person,24-29 years,2.1
Tripura,Total,Person,30-35 years,0
Tripura,Total,Person,3-35 years,49.2
Tripura,Total,Person,3-5 years,77.3
Tripura,Total,Person,5-29 years,58.7
Tripura,Total,Person,6-10 years,99.9
Tripura,Urban,Female,11-13 years,100
Tripura,Urban,Female,14-17 years,92
Tripura,Urban,Female,18-23 years,40.8
Tripura,Urban,Female,24-29 years,4
Tripura,Urban,Female,30-35 years,0
Tripura,Urban,Female,3-35 years,49
Tripura,Urban,Female,3-5 years,92
Tripura,Urban,Female,5-29 years,56.5
Tripura,Urban,Female,6-10 years,99.1
Tripura,Urban,Male,11-13 years,98.9
Tripura,Urban,Male,14-17 years,83.7
Tripura,Urban,Male,18-23 years,44.7
Tripura,Urban,Male,24-29 years,2.1
Tripura,Urban,Male,30-35 years,0.1
Tripura,Urban,Male,3-35 years,51.9
Tripura,Urban,Male,3-5 years,85.1
Tripura,Urban,Male,5-29 years,64.2
Tripura,Urban,Male,6-10 years,100
Tripura,Urban,Person,11-13 years,99.3
Tripura,Urban,Person,14-17 years,87.7
Tripura,Urban,Person,18-23 years,42.7
Tripura,Urban,Person,24-29 years,3.2
Tripura,Urban,Person,30-35 years,0.1
Tripura,Urban,Person,3-35 years,50.5
Tripura,Urban,Person,3-5 years,89
Tripura,Urban,Person,5-29 years,60.3
Tripura,Urban,Person,6-10 years,99.6
Meghalaya,Rural,Female,11-13 years,94.6
Meghalaya,Rural,Female,14-17 years,78.6
Meghalaya,Rural,Female,18-23 years,17.1
Meghalaya,Rural,Female,24-29 years,0.2
Meghalaya,Rural,Female,30-35 years,0
Meghalaya,Rural,Female,3-35 years,48
Meghalaya,Rural,Female,3-5 years,33.6
Meghalaya,Rural,Female,5-29 years,57.8
Meghalaya,Rural,Female,6-10 years,97.6
Meghalaya,Rural,Male,11-13 years,97.7
Meghalaya,Rural,Male,14-17 years,69.6
Meghalaya,Rural,Male,18-23 years,15.7
Meghalaya,Rural,Male,24-29 years,0
Meghalaya,Rural,Male,30-35 years,0
Meghalaya,Rural,Male,3-35 years,46.2
Meghalaya,Rural,Male,3-5 years,39.9
Meghalaya,Rural,Male,5-29 years,55.1
Meghalaya,Rural,Male,6-10 years,98.7
Meghalaya,Rural,Person,11-13 years,96.1
Meghalaya,Rural,Person,14-17 years,74.1
Meghalaya,Rural,Person,18-23 years,16.4
Meghalaya,Rural,Person,24-29 years,0.1
Meghalaya,Rural,Person,30-35 years,0
Meghalaya,Rural,Person,3-35 years,47.1
Meghalaya,Rural,Person,3-5 years,36.6
Meghalaya,Rural,Person,5-29 years,56.4
Meghalaya,Rural,Person,6-10 years,98.1
Meghalaya,Total,Female,11-13 years,95.2
Meghalaya,Total,Female,14-17 years,79.9
Meghalaya,Total,Female,18-23 years,28.4
Meghalaya,Total,Female,24-29 years,0.6
Meghalaya,Total,Female,30-35 years,0
Meghalaya,Total,Female,3-35 years,48.9
Meghalaya,Total,Female,3-5 years,37.1
Meghalaya,Total,Female,5-29 years,59.1
Meghalaya,Total,Female,6-10 years,97.9
Meghalaya,Total,Male,11-13 years,98
Meghalaya,Total,Male,14-17 years,72
Meghalaya,Total,Male,18-23 years,26.8
Meghalaya,Total,Male,24-29 years,0.6
Meghalaya,Total,Male,30-35 years,0
Meghalaya,Total,Male,3-35 years,48
Meghalaya,Total,Male,3-5 years,42.3
Meghalaya,Total,Male,5-29 years,57.3
Meghalaya,Total,Male,6-10 years,98.9
Meghalaya,Total,Person,11-13 years,96.6
Meghalaya,Total,Person,14-17 years,76
Meghalaya,Total,Person,18-23 years,27.6
Meghalaya,Total,Person,24-29 years,0.6
Meghalaya,Total,Person,30-35 years,0
Meghalaya,Total,Person,3-35 years,48.5
Meghalaya,Total,Person,3-5 years,39.6
Meghalaya,Total,Person,5-29 years,58.2
Meghalaya,Total,Person,6-10 years,98.4
Meghalaya,Urban,Female,11-13 years,100
Meghalaya,Urban,Female,14-17 years,86.2
Meghalaya,Urban,Female,18-23 years,68.7
Meghalaya,Urban,Female,24-29 years,2.3
Meghalaya,Urban,Female,30-35 years,0
Meghalaya,Urban,Female,3-35 years,52.9
Meghalaya,Urban,Female,3-5 years,62.9
Meghalaya,Urban,Female,5-29 years,65
Meghalaya,Urban,Female,6-10 years,100
Meghalaya,Urban,Male,11-13 years,100
Meghalaya,Urban,Male,14-17 years,84.7
Meghalaya,Urban,Male,18-23 years,70.1
Meghalaya,Urban,Male,24-29 years,3.9
Meghalaya,Urban,Male,30-35 years,0
Meghalaya,Urban,Male,3-35 years,57.2
Meghalaya,Urban,Male,3-5 years,56.7
Meghalaya,Urban,Male,5-29 years,68.7
Meghalaya,Urban,Male,6-10 years,100
Meghalaya,Urban,Person,11-13 years,100
Meghalaya,Urban,Person,14-17 years,85.4
Meghalaya,Urban,Person,18-23 years,69.4
Meghalaya,Urban,Person,24-29 years,3
Meghalaya,Urban,Person,30-35 years,0
Meghalaya,Urban,Person,3-35 years,55
Meghalaya,Urban,Person,3-5 years,59.7
Meghalaya,Urban,Person,5-29 years,66.8
Meghalaya,Urban,Person,6-10 years,100
Assam,Rural,Female,11-13 years,94.4
Assam,Rural,Female,14-17 years,72.8
Assam,Rural,Female,18-23 years,15.4
Assam,Rural,Female,24-29 years,0.3
Assam,Rural,Female,30-35 years,0
Assam,Rural,Female,3-35 years,36.4
Assam,Rural,Female,3-5 years,31.2
Assam,Rural,Female,5-29 years,44.6
Assam,Rural,Female,6-10 years,97.6
Assam,Rural,Male,11-13 years,98.2
Assam,Rural,Male,14-17 years,74.3
Assam,Rural,Male,18-23 years,22.2
Assam,Rural,Male,24-29 years,1
Assam,Rural,Male,30-35 years,0.1
Assam,Rural,Male,3-35 years,44
Assam,Rural,Male,3-5 years,36.2
Assam,Rural,Male,5-29 years,54.1
Assam,Rural,Male,6-10 years,97.1
Assam,Rural,Person,11-13 years,96.7
Assam,Rural,Person,14-17 years,73.6
Assam,Rural,Person,18-23 years,18.9
Assam,Rural,Person,24-29 years,0.6
Assam,Rural,Person,30-35 years,0.1
Assam,Rural,Person,3-35 years,40.5
Assam,Rural,Person,3-5 years,33.9
Assam,Rural,Person,5-29 years,49.7
Assam,Rural,Person,6-10 years,97.3
Assam,Total,Female,11-13 years,94.9
Assam,Total,Female,14-17 years,74.2
Assam,Total,Female,18-23 years,18
Assam,Total,Female,24-29 years,0.4
Assam,Total,Female,30-35 years,0.1
Assam,Total,Female,3-35 years,36.8
Assam,Total,Female,3-5 years,31.7
Assam,Total,Female,5-29 years,45
Assam,Total,Female,6-10 years,97.6
Assam,Total,Male,11-13 years,98.3
Assam,Total,Male,14-17 years,75.2
Assam,Total,Male,18-23 years,25.6
Assam,Total,Male,24-29 years,1
Assam,Total,Male,30-35 years,0.1
Assam,Total,Male,3-35 years,44.2
Assam,Total,Male,3-5 years,38.2
Assam,Total,Male,5-29 years,54.8
Assam,Total,Male,6-10 years,97.4
Assam,Total,Person,11-13 years,96.9
Assam,Total,Person,14-17 years,74.7
Assam,Total,Person,18-23 years,21.9
Assam,Total,Person,24-29 years,0.7
Assam,Total,Person,30-35 years,0.1
Assam,Total,Person,3-35 years,40.8
Assam,Total,Person,3-5 years,35.2
Assam,Total,Person,5-29 years,50.2
Assam,Total,Person,6-10 years,97.5
Assam,Urban,Female,11-13 years,98.5
Assam,Urban,Female,14-17 years,88.8
Assam,Urban,Female,18-23 years,41.4
Assam,Urban,Female,24-29 years,1.6
Assam,Urban,Female,30-35 years,0.5
Assam,Urban,Female,3-35 years,39.6
Assam,Urban,Female,3-5 years,37.5
Assam,Urban,Female,5-29 years,48.6
Assam,Urban,Female,6-10 years,98.2
Assam,Urban,Male,11-13 years,99.8
Assam,Urban,Male,14-17 years,83.4
Assam,Urban,Male,18-23 years,57
Assam,Urban,Male,24-29 years,1.4
Assam,Urban,Male,30-35 years,0
Assam,Urban,Male,3-35 years,46.9
Assam,Urban,Male,3-5 years,66.1
Assam,Urban,Male,5-29 years,60.8
Assam,Urban,Male,6-10 years,99.6
Assam,Urban,Person,11-13 years,99.1
Assam,Urban,Person,14-17 years,85.7
Assam,Urban,Person,18-23 years,49.3
Assam,Urban,Person,24-29 years,1.5
Assam,Urban,Person,30-35 years,0.2
Assam,Urban,Person,3-35 years,43.4
Assam,Urban,Person,3-5 years,50.5
Assam,Urban,Person,5-29 years,54.9
Assam,Urban,Person,6-10 years,99.1
West Bengal,Rural,Female,11-13 years,96.7
West Bengal,Rural,Female,14-17 years,87.7
West Bengal,Rural,Female,18-23 years,17.5
West Bengal,Rural,Female,24-29 years,0.9
West Bengal,Rural,Female,30-35 years,0
West Bengal,Rural,Female,3-35 years,42.3
West Bengal,Rural,Female,3-5 years,38.9
West Bengal,Rural,Female,5-29 years,52.1
West Bengal,Rural,Female,6-10 years,98
West Bengal,Rural,Male,11-13 years,89.1
West Bengal,Rural,Male,14-17 years,69.6
West Bengal,Rural,Male,18-23 years,21.1
West Bengal,Rural,Male,24-29 years,2
West Bengal,Rural,Male,30-35 years,0.1
West Bengal,Rural,Male,3-35 years,42
West Bengal,Rural,Male,3-5 years,34.8
West Bengal,Rural,Male,5-29 years,51
West Bengal,Rural,Male,6-10 years,98
West Bengal,Rural,Person,11-13 years,92.5
West Bengal,Rural,Person,14-17 years,78.3
West Bengal,Rural,Person,18-23 years,19.2
West Bengal,Rural,Person,24-29 years,1.5
West Bengal,Rural,Person,30-35 years,0
West Bengal,Rural,Person,3-35 years,42.1
West Bengal,Rural,Person,3-5 years,36.8
West Bengal,Rural,Person,5-29 years,51.5
West Bengal,Rural,Person,6-10 years,98
West Bengal,Total,Female,11-13 years,96.9
West Bengal,Total,Female,14-17 years,87.9
West Bengal,Total,Female,18-23 years,22.2
West Bengal,Total,Female,24-29 years,1.7
West Bengal,Total,Female,30-35 years,0
West Bengal,Total,Female,3-35 years,42.4
West Bengal,Total,Female,3-5 years,41.4
West Bengal,Total,Female,5-29 years,52.5
West Bengal,Total,Female,6-10 years,97.8
West Bengal,Total,Male,11-13 years,89.6
West Bengal,Total,Male,14-17 years,72
West Bengal,Total,Male,18-23 years,27.7
West Bengal,Total,Male,24-29 years,2.7
West Bengal,Total,Male,30-35 years,0.2
West Bengal,Total,Male,3-35 years,42.5
West Bengal,Total,Male,3-5 years,38.6
West Bengal,Total,Male,5-29 years,52.1
West Bengal,Total,Male,6-10 years,97.7
West Bengal,Total,Person,11-13 years,92.9
West Bengal,Total,Person,14-17 years,79.6
West Bengal,Total,Person,18-23 years,24.9
West Bengal,Total,Person,24-29 years,2.2
West Bengal,Total,Person,30-35 years,0.1
West Bengal,Total,Person,3-35 years,42.5
West Bengal,Total,Person,3-5 years,40
West Bengal,Total,Person,5-29 years,52.3
West Bengal,Total,Person,6-10 years,97.8
West Bengal,Urban,Female,11-13 years,97.4
West Bengal,Urban,Female,14-17 years,88.5
West Bengal,Urban,Female,18-23 years,34.8
West Bengal,Urban,Female,24-29 years,3.6
West Bengal,Urban,Female,30-35 years,0.1
West Bengal,Urban,Female,3-35 years,42.9
West Bengal,Urban,Female,3-5 years,49.4
West Bengal,Urban,Female,5-29 years,53.7
West Bengal,Urban,Female,6-10 years,97.3
West Bengal,Urban,Male,11-13 years,91.2
West Bengal,Urban,Male,14-17 years,79
West Bengal,Urban,Male,18-23 years,44.9
West Bengal,Urban,Male,24-29 years,4.5
West Bengal,Urban,Male,30-35 years,0.4
West Bengal,Urban,Male,3-35 years,43.8
West Bengal,Urban,Male,3-5 years,53.3
West Bengal,Urban,Male,5-29 years,55.3
West Bengal,Urban,Male,6-10 years,97
West Bengal,Urban,Person,11-13 years,94
West Bengal,Urban,Person,14-17 years,83.4
West Bengal,Urban,Person,18-23 years,39.8
West Bengal,Urban,Person,24-29 years,4.1
West Bengal,Urban,Person,30-35 years,0.3
West Bengal,Urban,Person,3-35 years,43.4
West Bengal,Urban,Person,3-5 years,51.2
West Bengal,Urban,Person,5-29 years,54.5
West Bengal,Urban,Person,6-10 years,97.2
Jharkhand,Rural,Female,11-13 years,94.4
Jharkhand,Rural,Female,14-17 years,72.4
Jharkhand,Rural,Female,18-23 years,10.4
Jharkhand,Rural,Female,24-29 years,1.4
Jharkhand,Rural,Female,30-35 years,0.2
Jharkhand,Rural,Female,3-35 years,41.9
Jharkhand,Rural,Female,3-5 years,30.9
Jharkhand,Rural,Female,5-29 years,52
Jharkhand,Rural,Female,6-10 years,96.5
Jharkhand,Rural,Male,11-13 years,95.8
Jharkhand,Rural,Male,14-17 years,79.2
Jharkhand,Rural,Male,18-23 years,25.8
Jharkhand,Rural,Male,24-29 years,1.4
Jharkhand,Rural,Male,30-35 years,0
Jharkhand,Rural,Male,3-35 years,48.2
Jharkhand,Rural,Male,3-5 years,33.4
Jharkhand,Rural,Male,5-29 years,59.9
Jharkhand,Rural,Male,6-10 years,97.8
Jharkhand,Rural,Person,11-13 years,95.1
Jharkhand,Rural,Person,14-17 years,76.2
Jharkhand,Rural,Person,18-23 years,18.5
Jharkhand,Rural,Person,24-29 years,1.4
Jharkhand,Rural,Person,30-35 years,0.1
Jharkhand,Rural,Person,3-35 years,45.2
Jharkhand,Rural,Person,3-5 years,32.1
Jharkhand,Rural,Person,5-29 years,56.1
Jharkhand,Rural,Person,6-10 years,97.2
Jharkhand,Total,Female,11-13 years,94.7
Jharkhand,Total,Female,14-17 years,76.6
Jharkhand,Total,Female,18-23 years,17.9
Jharkhand,Total,Female,24-29 years,2.6
Jharkhand,Total,Female,30-35 years,0.2
Jharkhand,Total,Female,3-35 years,43.3
Jharkhand,Total,Female,3-5 years,32.6
Jharkhand,Total,Female,5-29 years,53.5
Jharkhand,Total,Female,6-10 years,96.3
Jharkhand,Total,Male,11-13 years,96.5
Jharkhand,Total,Male,14-17 years,81.3
Jharkhand,Total,Male,18-23 years,27.3
Jharkhand,Total,Male,24-29 years,2.3
Jharkhand,Total,Male,30-35 years,0.2
Jharkhand,Total,Male,3-35 years,48.6
Jharkhand,Total,Male,3-5 years,37.2
Jharkhand,Total,Male,5-29 years,59.9
Jharkhand,Total,Male,6-10 years,97.8
Jharkhand,Total,Person,11-13 years,95.7
Jharkhand,Total,Person,14-17 years,79.2
Jharkhand,Total,Person,18-23 years,22.8
Jharkhand,Total,Person,24-29 years,2.4
Jharkhand,Total,Person,30-35 years,0.2
Jharkhand,Total,Person,3-35 years,46.1
Jharkhand,Total,Person,3-5 years,35
Jharkhand,Total,Person,5-29 years,56.9
Jharkhand,Total,Person,6-10 years,97.1
Jharkhand,Urban,Female,11-13 years,96.4
Jharkhand,Urban,Female,14-17 years,91.4
Jharkhand,Urban,Female,18-23 years,43.9
Jharkhand,Urban,Female,24-29 years,7.8
Jharkhand,Urban,Female,30-35 years,0.1
Jharkhand,Urban,Female,3-35 years,49.6
Jharkhand,Urban,Female,3-5 years,46.6
Jharkhand,Urban,Female,5-29 years,60.3
Jharkhand,Urban,Female,6-10 years,95.2
Jharkhand,Urban,Male,11-13 years,98.9
Jharkhand,Urban,Male,14-17 years,90.1
Jharkhand,Urban,Male,18-23 years,32.2
Jharkhand,Urban,Male,24-29 years,5.3
Jharkhand,Urban,Male,30-35 years,0.8
Jharkhand,Urban,Male,3-35 years,50.2
Jharkhand,Urban,Male,3-5 years,52.2
Jharkhand,Urban,Male,5-29 years,59.8
Jharkhand,Urban,Male,6-10 years,97.5
Jharkhand,Urban,Person,11-13 years,98
Jharkhand,Urban,Person,14-17 years,90.8
Jharkhand,Urban,Person,18-23 years,37.7
Jharkhand,Urban,Person,24-29 years,6.5
Jharkhand,Urban,Person,30-35 years,0.4
Jharkhand,Urban,Person,3-35 years,49.9
Jharkhand,Urban,Person,3-5 years,50.3
Jharkhand,Urban,Person,5-29 years,60
Jharkhand,Urban,Person,6-10 years,96.5
Odisha,Rural,Female,11-13 years,92.5
Odisha,Rural,Female,14-17 years,65.5
Odisha,Rural,Female,18-23 years,11
Odisha,Rural,Female,24-29 years,0.3
Odisha,Rural,Female,30-35 years,0.2
Odisha,Rural,Female,3-35 years,35.7
Odisha,Rural,Female,3-5 years,23.7
Odisha,Rural,Female,5-29 years,44.7
Odisha,Rural,Female,6-10 years,98.4
Odisha,Rural,Male,11-13 years,94.2
Odisha,Rural,Male,14-17 years,67.2
Odisha,Rural,Male,18-23 years,19.2
Odisha,Rural,Male,24-29 years,0.6
Odisha,Rural,Male,30-35 years,0
Odisha,Rural,Male,3-35 years,39.7
Odisha,Rural,Male,3-5 years,14.5
Odisha,Rural,Male,5-29 years,51
Odisha,Rural,Male,6-10 years,97.9
Odisha,Rural,Person,11-13 years,93.5
Odisha,Rural,Person,14-17 years,66.4
Odisha,Rural,Person,18-23 years,15.2
Odisha,Rural,Person,24-29 years,0.4
Odisha,Rural,Person,30-35 years,0.1
Odisha,Rural,Person,3-35 years,37.8
Odisha,Rural,Person,3-5 years,19.1
Odisha,Rural,Person,5-29 years,48
Odisha,Rural,Person,6-10 years,98.1
Odisha,Total,Female,11-13 years,93.4
Odisha,Total,Female,14-17 years,67.4
Odisha,Total,Female,18-23 years,13.7
Odisha,Total,Female,24-29 years,0.4
Odisha,Total,Female,30-35 years,0.1
Odisha,Total,Female,3-35 years,35.9
Odisha,Total,Female,3-5 years,25.1
Odisha,Total,Female,5-29 years,45.3
Odisha,Total,Female,6-10 years,98.3
Odisha,Total,Male,11-13 years,94.8
Odisha,Total,Male,14-17 years,69.8
Odisha,Total,Male,18-23 years,22.1
Odisha,Total,Male,24-29 years,1.6
Odisha,Total,Male,30-35 years,0.1
Odisha,Total,Male,3-35 years,40.9
Odisha,Total,Male,3-5 years,15.8
Odisha,Total,Male,5-29 years,52.4
Odisha,Total,Male,6-10 years,98.2
Odisha,Total,Person,11-13 years,94.2
Odisha,Total,Person,14-17 years,68.6
Odisha,Total,Person,18-23 years,18
Odisha,Total,Person,24-29 years,0.9
Odisha,Total,Person,30-35 years,0.1
Odisha,Total,Person,3-35 years,38.5
Odisha,Total,Person,3-5 years,20.5
Odisha,Total,Person,5-29 years,49
Odisha,Total,Person,6-10 years,98.2
Odisha,Urban,Female,11-13 years,99.3
Odisha,Urban,Female,14-17 years,80.3
Odisha,Urban,Female,18-23 years,27.5
Odisha,Urban,Female,24-29 years,0.8
Odisha,Urban,Female,30-35 years,0
Odisha,Urban,Female,3-35 years,37.1
Odisha,Urban,Female,3-5 years,35.1
Odisha,Urban,Female,5-29 years,48.3
Odisha,Urban,Female,6-10 years,97.6
Odisha,Urban,Male,11-13 years,99.6
Odisha,Urban,Male,14-17 years,84.7
Odisha,Urban,Male,18-23 years,37.6
Odisha,Urban,Male,24-29 years,6.8
Odisha,Urban,Male,30-35 years,0.6
Odisha,Urban,Male,3-35 years,47.2
Odisha,Urban,Male,3-5 years,26.4
Odisha,Urban,Male,5-29 years,60
Odisha,Urban,Male,6-10 years,99.4
Odisha,Urban,Person,11-13 years,99.5
Odisha,Urban,Person,14-17 years,82.7
Odisha,Urban,Person,18-23 years,32.7
Odisha,Urban,Person,24-29 years,3.5
Odisha,Urban,Person,30-35 years,0.3
Odisha,Urban,Person,3-35 years,42.3
Odisha,Urban,Person,3-5 years,31
Odisha,Urban,Person,5-29 years,54.4
Odisha,Urban,Person,6-10 years,98.6
Chhattisgarh,Rural,Female,11-13 years,93.6
Chhattisgarh,Rural,Female,14-17 years,80.3
Chhattisgarh,Rural,Female,18-23 years,16.5
Chhattisgarh,Rural,Female,24-29 years,0.7
Chhattisgarh,Rural,Female,30-35 years,0
Chhattisgarh,Rural,Female,3-35 years,43
Chhattisgarh,Rural,Female,3-5 years,19.4
Chhattisgarh,Rural,Female,5-29 years,52.7
Chhattisgarh,Rural,Female,6-10 years,97.1
Chhattisgarh,Rural,Male,11-13 years,96.5
Chhattisgarh,Rural,Male,14-17 years,81.3
Chhattisgarh,Rural,Male,18-23 years,24
Chhattisgarh,Rural,Male,24-29 years,3
Chhattisgarh,Rural,Male,30-35 years,0
Chhattisgarh,Rural,Male,3-35 years,47.1
Chhattisgarh,Rural,Male,3-5 years,27.4
Chhattisgarh,Rural,Male,5-29 years,57.4
Chhattisgarh,Rural,Male,6-10 years,96
Chhattisgarh,Rural,Person,11-13 years,95.2
Chhattisgarh,Rural,Person,14-17 years,80.8
Chhattisgarh,Rural,Person,18-23 years,20.3
Chhattisgarh,Rural,Person,24-29 years,1.9
Chhattisgarh,Rural,Person,30-35 years,0
Chhattisgarh,Rural,Person,3-35 years,45.2
Chhattisgarh,Rural,Person,3-5 years,23.8
Chhattisgarh,Rural,Person,5-29 years,55.2
Chhattisgarh,Rural,Person,6-10 years,96.5
Chhattisgarh,Total,Female,11-13 years,94
Chhattisgarh,Total,Female,14-17 years,82.4
Chhattisgarh,Total,Female,18-23 years,18.7
Chhattisgarh,Total,Female,24-29 years,1.1
Chhattisgarh,Total,Female,30-35 years,0
Chhattisgarh,Total,Female,3-35 years,42.6
Chhattisgarh,Total,Female,3-5 years,22.2
Chhattisgarh,Total,Female,5-29 years,52.2
Chhattisgarh,Total,Female,6-10 years,96.9
Chhattisgarh,Total,Male,11-13 years,96.7
Chhattisgarh,Total,Male,14-17 years,81.6
Chhattisgarh,Total,Male,18-23 years,26.7
Chhattisgarh,Total,Male,24-29 years,3.7
Chhattisgarh,Total,Male,30-35 years,0
Chhattisgarh,Total,Male,3-35 years,46.9
Chhattisgarh,Total,Male,3-5 years,27.7
Chhattisgarh,Total,Male,5-29 years,57.5
Chhattisgarh,Total,Male,6-10 years,96.3
Chhattisgarh,Total,Person,11-13 years,95.5
Chhattisgarh,Total,Person,14-17 years,81.9
Chhattisgarh,Total,Person,18-23 years,22.7
Chhattisgarh,Total,Person,24-29 years,2.4
Chhattisgarh,Total,Person,30-35 years,0
Chhattisgarh,Total,Person,3-35 years,44.9
Chhattisgarh,Total,Person,3-5 years,25.3
Chhattisgarh,Total,Person,5-29 years,55
Chhattisgarh,Total,Person,6-10 years,96.6
Chhattisgarh,Urban,Female,11-13 years,96.7
Chhattisgarh,Urban,Female,14-17 years,93
Chhattisgarh,Urban,Female,18-23 years,27.3
Chhattisgarh,Urban,Female,24-29 years,2.8
Chhattisgarh,Urban,Female,30-35 years,0.2
Chhattisgarh,Urban,Female,3-35 years,40.7
Chhattisgarh,Urban,Female,3-5 years,38.5
Chhattisgarh,Urban,Female,5-29 years,50.2
Chhattisgarh,Urban,Female,6-10 years,96.2
Chhattisgarh,Urban,Male,11-13 years,97.7
Chhattisgarh,Urban,Male,14-17 years,83.1
Chhattisgarh,Urban,Male,18-23 years,40
Chhattisgarh,Urban,Male,24-29 years,6.1
Chhattisgarh,Urban,Male,30-35 years,0.1
Chhattisgarh,Urban,Male,3-35 years,46.2
Chhattisgarh,Urban,Male,3-5 years,29.4
Chhattisgarh,Urban,Male,5-29 years,58.3
Chhattisgarh,Urban,Male,6-10 years,97.3
Chhattisgarh,Urban,Person,11-13 years,97.3
Chhattisgarh,Urban,Person,14-17 years,87.6
Chhattisgarh,Urban,Person,18-23 years,33
Chhattisgarh,Urban,Person,24-29 years,4.4
Chhattisgarh,Urban,Person,30-35 years,0.1
Chhattisgarh,Urban,Person,3-35 years,43.6
Chhattisgarh,Urban,Person,3-5 years,33.3
Chhattisgarh,Urban,Person,5-29 years,54.4
Chhattisgarh,Urban,Person,6-10 years,96.8
Madhya Pradesh,Rural,Female,11-13 years,91.5
Madhya Pradesh,Rural,Female,14-17 years,65.7
Madhya Pradesh,Rural,Female,18-23 years,12.8
Madhya Pradesh,Rural,Female,24-29 years,2.4
Madhya Pradesh,Rural,Female,30-35 years,0
Madhya Pradesh,Rural,Female,3-35 years,37.9
Madhya Pradesh,Rural,Female,3-5 years,18.6
Madhya Pradesh,Rural,Female,5-29 years,46.6
Madhya Pradesh,Rural,Female,6-10 years,90.3
Madhya Pradesh,Rural,Male,11-13 years,93.9
Madhya Pradesh,Rural,Male,14-17 years,65.9
Madhya Pradesh,Rural,Male,18-23 years,21.7
Madhya Pradesh,Rural,Male,24-29 years,3.3
Madhya Pradesh,Rural,Male,30-35 years,0.5
Madhya Pradesh,Rural,Male,3-35 years,40.4
Madhya Pradesh,Rural,Male,3-5 years,20.7
Madhya Pradesh,Rural,Male,5-29 years,50.9
Madhya Pradesh,Rural,Male,6-10 years,93.5
Madhya Pradesh,Rural,Person,11-13 years,92.9
Madhya Pradesh,Rural,Person,14-17 years,65.8
Madhya Pradesh,Rural,Person,18-23 years,17.7
Madhya Pradesh,Rural,Person,24-29 years,2.9
Madhya Pradesh,Rural,Person,30-35 years,0.3
Madhya Pradesh,Rural,Person,3-35 years,39.3
Madhya Pradesh,Rural,Person,3-5 years,19.8
Madhya Pradesh,Rural,Person,5-29 years,48.9
Madhya Pradesh,Rural,Person,6-10 years,91.9
Madhya Pradesh,Total,Female,11-13 years,92.3
Madhya Pradesh,Total,Female,14-17 years,68.5
Madhya Pradesh,Total,Female,18-23 years,19.5
Madhya Pradesh,Total,Female,24-29 years,3.1
Madhya Pradesh,Total,Female,30-35 years,0.1
Madhya Pradesh,Total,Female,3-35 years,39.2
Madhya Pradesh,Total,Female,3-5 years,23
Madhya Pradesh,Total,Female,5-29 years,47.8
Madhya Pradesh,Total,Female,6-10 years,91.8
Madhya Pradesh,Total,Male,11-13 years,94.5
Madhya Pradesh,Total,Male,14-17 years,70.2
Madhya Pradesh,Total,Male,18-23 years,26.9
Madhya Pradesh,Total,Male,24-29 years,3.6
Madhya Pradesh,Total,Male,30-35 years,0.5
Madhya Pradesh,Total,Male,3-35 years,42.1
Madhya Pradesh,Total,Male,3-5 years,26.1
Madhya Pradesh,Total,Male,5-29 years,52.7
Madhya Pradesh,Total,Male,6-10 years,93.8
Madhya Pradesh,Total,Person,11-13 years,93.6
Madhya Pradesh,Total,Person,14-17 years,69.4
