State,Residence_Type,Age group,Gender,Labour force participation rate according to usual status (ps+ss),Worker population rate according to usual status (ps+ss), unemployment rate according to usual status (ps+ss)
Nagaland,Total,15 years and above,Person,60.3,44.8,25.7
Nagaland,Urban,15 years and above,Female,31.2,21.7,30.6
Nagaland,Urban,15 years and above,Male,68.1,52.1,23.5
Nagaland,Urban,15 years and above,Person,49.9,37.1,25.7
Nagaland,Rural,all ages,Female,38.2,27.9,26.9
Nagaland,Rural,all ages,Male,63.5,47.5,25.2
Nagaland,Rural,all ages,Person,51.5,38.2,25.8
Nagaland,Total,all ages,Female,33.7,24.4,27.8
Nagaland,Total,all ages,Male,60.2,45.3,24.8
Nagaland,Total,all ages,Person,47.5,35.3,25.8
Nagaland,Urban,all ages,Female,24.1,16.7,30.9
Nagaland,Urban,all ages,Male,52.6,40.3,23.4
Nagaland,Urban,all ages,Person,38.6,28.6,25.7
Manipur,Rural,15-29 years,Female,18.9,9.9,47.6
Manipur,Rural,15-29 years,Male,48.4,35.5,26.8
Manipur,Rural,15-29 years,Person,32.7,21.8,33.2
Manipur,Total,15-29 years,Female,18.9,10.9,42.6
Manipur,Total,15-29 years,Male,46.5,33.4,28.4
Manipur,Total,15-29 years,Person,32.1,21.6,32.8
Manipur,Urban,15-29 years,Female,19,13.5,28.9
Manipur,Urban,15-29 years,Male,42,28.2,32.8
Manipur,Urban,15-29 years,Person,30.4,20.8,31.6
Manipur,Rural,15-59 years,Female,26.8,22.4,16.5
Manipur,Rural,15-59 years,Male,77.3,71.1,7.9
Manipur,Rural,15-59 years,Person,51.5,46.2,10.2
Manipur,Total,15-59 years,Female,27.7,23.8,13.9
Manipur,Total,15-59 years,Male,76.3,69.7,8.7
Manipur,Total,15-59 years,Person,51.5,46.3,10.1
Manipur,Urban,15-59 years,Female,29.8,27.4,8
Manipur,Urban,15-59 years,Male,73.9,66.1,10.5
Manipur,Urban,15-59 years,Person,51.7,46.6,9.7
Manipur,Rural,15 years and above,Male,73.8,68.4,7.4
Manipur,Rural,15 years and above,Person,49.4,44.7,9.5
Manipur,Total,15 years and above,Female,26.3,22.9,13
Manipur,Total,15 years and above,Male,72,66.1,8.1
Manipur,Total,15 years and above,Person,48.9,44.3,9.4
Manipur,Urban,15 years and above,Female,27.8,25.7,7.4
Manipur,Urban,15 years and above,Male,67.6,60.9,9.8
Manipur,Urban,15 years and above,Person,47.6,43.3,9.1
Manipur,Rural,All Ages,Female,19.6,16.5,15.6
Manipur,Rural,All Ages,Male,52.9,48.9,7.7
Manipur,Rural,All Ages,Person,36.5,32.9,9.8
Manipur,Total,All Ages,Female,20.1,17.5,13.1
Manipur,Total,All Ages,Male,52.2,47.9,8.3
Manipur,Total,All Ages,Person,36.4,32.9,9.6
Manipur,Urban,All Ages,Female,21.3,19.7,7.7
Manipur,Urban,All Ages,Male,50.5,45.5,9.8
Manipur,Urban,All Ages,Person,36.1,32.7,9.2
Manipur,Rural,15-29 years,Female,20.9,12.8,38.7
Manipur,Rural,15-29 years,Male,43.6,31.1,28.7
Manipur,Rural,15-29 years,Person,32.1,21.8,32
Manipur,Total,15-29 years,Female,21.7,13.6,37.1
Manipur,Total,15-29 years,Male,43.8,30.3,31
Manipur,Total,15-29 years,Person,32.6,21.8,33.1
Manipur,Urban,15-29 years,Female,23.9,15.9,33.5
Manipur,Urban,15-29 years,Male,44.4,28.1,36.9
Manipur,Urban,15-29 years,Person,33.9,21.8,35.7
Manipur,Rural,15-59 years,Female,28.8,25.3,12.1
Manipur,Rural,15-59 years,Male,74.9,68.3,8.9
Manipur,Rural,15-59 years,Person,51.9,46.8,9.8
Manipur,Total,15-59 years,Female,31.4,27.9,11.2
Manipur,Total,15-59 years,Male,74.9,67.6,9.7
Manipur,Total,15-59 years,Person,52.9,47.6,10.1
Manipur,Urban,15-59 years,Female,37.8,34.2,9.4
Manipur,Urban,15-59 years,Male,74.7,65.8,11.9
Manipur,Urban,15-59 years,Person,55.6,49.5,11
Manipur,Rural,15 years and above,Female,27.8,24.7,11.3
Manipur,Rural,15 years and above,Male,71.5,65.5,8.3
Manipur,Rural,15 years and above,Person,49.7,45.1,9.2
Manipur,Total,15 years and above,Female,29.9,26.8,10.4
Manipur,Total,15 years and above,Male,70.9,64.5,9.1
Manipur,Total,15 years and above,Person,50.3,45.5,9.5
Manipur,Urban,15 years and above,Female,35,31.9,8.8
Manipur,Urban,15 years and above,Male,69.4,61.8,11
Manipur,Urban,15 years and above,Person,51.8,46.5,10.2
Manipur,Rural,all ages,Female,20.9,18.3,12.3
Manipur,Rural,all ages,Male,51.7,47.3,8.4
Manipur,Rural,all ages,Person,36.5,33,9.5
Manipur,Total,all ages,Female,22.8,20.3,11.1
Manipur,Total,all ages,Male,51.9,47.2,9.1
Manipur,Total,all ages,Person,37.5,33.8,9.7
Manipur,Urban,all ages,Female,27.7,25.2,8.8
Manipur,Urban,all ages,Male,52.6,46.8,11
Manipur,Urban,all ages,Person,40.1,36,10.2
Mizoram,Rural,15-29 years,Female,21.3,15.8,25.9
Mizoram,Rural,15-29 years,Male,51.2,43.9,14.1
Mizoram,Rural,15-29 years,Person,37.4,31,17.2
Mizoram,Total,15-29 years,Female,21.9,15.2,30.4
Mizoram,Total,15-29 years,Male,41.8,33.7,19.4
Mizoram,Total,15-29 years,Person,32,24.6,23.1
Mizoram,Urban,15-29 years,Female,22.5,14.7,34.3
Mizoram,Urban,15-29 years,Male,30.8,21.6,29.9
Mizoram,Urban,15-29 years,Person,26.4,18,31.9
Mizoram,Rural,15-59 years,Female,30.3,27.7,8.3
Mizoram,Rural,15-59 years,Male,77.5,74.1,4.4
Mizoram,Rural,15-59 years,Person,54.6,51.6,5.4
Mizoram,Total,15-59 years,Female,30.9,27.6,10.8
Mizoram,Total,15-59 years,Male,73.2,68.9,5.8
Mizoram,Total,15-59 years,Person,52,48.2,7.3
Mizoram,Urban,15-59 years,Female,31.7,27.5,13.2
Mizoram,Urban,15-59 years,Male,68.1,62.9,7.7
Mizoram,Urban,15-59 years,Person,49.1,44.5,9.5
Mizoram,Rural,15 years and above,Male,73.3,70.3,4.2
Mizoram,Rural,15 years and above,Person,51.9,49.2,5.2
Mizoram,Total,15 years and above,Female,29.2,26.2,10.3
Mizoram,Total,15 years and above,Male,68.7,64.9,5.5
Mizoram,Total,15 years and above,Person,49,45.6,7
Mizoram,Urban,15 years and above,Female,29.6,25.9,12.7
Mizoram,Urban,15 years and above,Male,63.3,58.7,7.4
Mizoram,Urban,15 years and above,Person,45.9,41.7,9.1
Mizoram,Rural,All Ages,Female,22.8,21,8.1
Mizoram,Rural,All Ages,Male,58.3,55.8,4.2
Mizoram,Rural,All Ages,Person,41.2,39,5.2
Mizoram,Total,All Ages,Female,23.5,21.1,10.4
Mizoram,Total,All Ages,Male,55.3,52.3,5.6
Mizoram,Total,All Ages,Person,39.5,36.7,7
Mizoram,Urban,All Ages,Female,24.3,21.2,12.7
Mizoram,Urban,All Ages,Male,51.8,48,7.4
Mizoram,Urban,All Ages,Person,37.6,34.2,9.1
Mizoram,Rural,15-29 years,Female,29.5,26.7,9.5
Mizoram,Rural,15-29 years,Male,50,41.5,17.1
Mizoram,Rural,15-29 years,Person,40.6,34.7,14.6
Mizoram,Total,15-29 years,Female,28.9,23.8,17.5
Mizoram,Total,15-29 years,Male,42.3,33,21.9
Mizoram,Total,15-29 years,Person,35.8,28.6,20.2
Mizoram,Urban,15-29 years,Female,28.3,21.2,24.9
Mizoram,Urban,15-29 years,Male,34,24,29.4
Mizoram,Urban,15-29 years,Person,31.1,22.6,27.4
Mizoram,Rural,15-59 years,Female,41.2,40,2.9
Mizoram,Rural,15-59 years,Male,79.7,75.6,5
Mizoram,Rural,15-59 years,Person,61.3,58.6,4.4
Mizoram,Total,15-59 years,Female,39.5,37.2,5.9
Mizoram,Total,15-59 years,Male,75.3,70.7,6
Mizoram,Total,15-59 years,Person,57.7,54.3,6
Mizoram,Urban,15-59 years,Female,37.7,34.3,9.1
Mizoram,Urban,15-59 years,Male,70.3,65.2,7.3
Mizoram,Urban,15-59 years,Person,53.9,49.6,8
Mizoram,Rural,15 years and above,Female,38.8,37.7,2.8
Mizoram,Rural,15 years and above,Male,74.7,71.1,4.8
Mizoram,Rural,15 years and above,Person,57.6,55.2,4.2
Mizoram,Total,15 years and above,Female,37,34.9,5.6
Mizoram,Total,15 years and above,Male,69.8,65.7,5.8
Mizoram,Total,15 years and above,Person,53.8,50.7,5.7
Mizoram,Urban,15 years and above,Female,35.1,32,8.8
Mizoram,Urban,15 years and above,Male,64.3,59.7,7.1
Mizoram,Urban,15 years and above,Person,49.7,45.9,7.7
Mizoram,Rural,all ages,Female,31.6,30.8,2.8
Mizoram,Rural,all ages,Male,59.3,56.4,4.8
Mizoram,Rural,all ages,Person,46.3,44.4,4.2
Mizoram,Total,all ages,Female,30.4,28.7,5.6
Mizoram,Total,all ages,Male,56.6,53.3,5.8
Mizoram,Total,all ages,Person,43.9,41.4,5.7
Mizoram,Urban,all ages,Female,29.1,26.5,8.8
Mizoram,Urban,all ages,Male,53.5,49.7,7.1
Mizoram,Urban,all ages,Person,41.3,38.1,7.7
Tripura,Rural,15-29 years,Female,14,5.4,61.5
Tripura,Rural,15-29 years,Male,56.7,45.1,20.5
Tripura,Rural,15-29 years,Person,35.6,25.5,28.5
Tripura,Total,15-29 years,Female,15.3,5.9,61.3
Tripura,Total,15-29 years,Male,54.7,42.5,22.2
Tripura,Total,15-29 years,Person,35.1,24.3,30.7
Tripura,Urban,15-29 years,Female,21.2,8.3,60.8
Tripura,Urban,15-29 years,Male,44.7,30.1,32.7
Tripura,Urban,15-29 years,Person,32.7,18.9,42
Tripura,Rural,15-59 years,Female,17.5,12.4,29.1
Tripura,Rural,15-59 years,Male,82.7,77.9,5.8
Tripura,Rural,15-59 years,Person,50.9,45.9,9.8
Tripura,Total,15-59 years,Female,18.5,13.1,29.5
Tripura,Total,15-59 years,Male,82,76.8,6.4
Tripura,Total,15-59 years,Person,50.8,45.4,10.5
Tripura,Urban,15-59 years,Female,23.1,16,30.6
Tripura,Urban,15-59 years,Male,78.6,71.6,8.9
Tripura,Urban,15-59 years,Person,50.3,43.3,14
Tripura,Rural,15 years and above,Male,76.8,72.5,5.5
Tripura,Rural,15 years and above,Person,47,42.6,9.3
Tripura,Total,15 years and above,Female,16.6,11.9,28.8
Tripura,Total,15 years and above,Male,75.6,71,6
Tripura,Total,15 years and above,Person,46.6,41.9,10
Tripura,Urban,15 years and above,Female,20.1,14.1,30.1
Tripura,Urban,15 years and above,Male,70.3,64.4,8.3
Tripura,Urban,15 years and above,Person,45,39.1,13.2
Tripura,Rural,All Ages,Female,13.2,9.4,28.3
Tripura,Rural,All Ages,Male,60.9,57.6,5.5
Tripura,Rural,All Ages,Person,38.1,34.6,9.3
Tripura,Total,All Ages,Female,13.8,9.9,28.7
Tripura,Total,All Ages,Male,60.5,56.8,6.1
Tripura,Total,All Ages,Person,38,34.1,10.1
Tripura,Urban,All Ages,Female,16.6,11.6,30.1
Tripura,Urban,All Ages,Male,58.5,53.5,8.7
Tripura,Urban,All Ages,Person,37.4,32.3,13.5
Tripura,Rural,15-29 years,Female,12.6,11,12.7
Tripura,Rural,15-29 years,Male,62.1,56.4,9.1
Tripura,Rural,15-29 years,Person,37,33.4,9.8
Tripura,Total,15-29 years,Female,12.6,10.9,13.6
Tripura,Total,15-29 years,Male,62,55.6,10.3
Tripura,Total,15-29 years,Person,36.9,32.9,10.8
Tripura,Urban,15-29 years,Female,12.7,10.4,18.1
Tripura,Urban,15-29 years,Male,61.4,51.8,15.7
Tripura,Urban,15-29 years,Person,36.8,30.8,16.2
Tripura,Rural,15-59 years,Female,27,26.3,2.6
Tripura,Rural,15-59 years,Male,81.7,79.1,3.3
Tripura,Rural,15-59 years,Person,54.5,52.8,3.1
Tripura,Total,15-59 years,Female,26.1,25.3,2.9
Tripura,Total,15-59 years,Male,82.4,79.4,3.6
Tripura,Total,15-59 years,Person,54.2,52.3,3.5
Tripura,Urban,15-59 years,Female,22.3,21.3,4.5
Tripura,Urban,15-59 years,Male,85.1,80.8,5.1
Tripura,Urban,15-59 years,Person,52.9,50.3,4.9
Tripura,Rural,15 years and above,Female,25.3,24.7,2.4
Tripura,Rural,15 years and above,Male,78.2,75.8,3
Tripura,Rural,15 years and above,Person,52,50.6,2.8
Tripura,Total,15 years and above,Female,24.2,23.5,2.8
Tripura,Total,15 years and above,Male,78.1,75.5,3.3
Tripura,Total,15 years and above,Person,51.2,49.6,3.2
Tripura,Urban,15 years and above,Female,20,19.2,4.2
Tripura,Urban,15 years and above,Male,77.9,74.3,4.7
Tripura,Urban,15 years and above,Person,48.1,46,4.6
Tripura,Rural,all ages,Female,19.8,19.3,2.5
Tripura,Rural,all ages,Male,60.5,58.7,3
Tripura,Rural,all ages,Person,40.5,39.3,2.8
Tripura,Total,all ages,Female,19.1,18.6,2.8
Tripura,Total,all ages,Male,60.7,58.7,3.3
Tripura,Total,all ages,Person,40.1,38.9,3.2
Tripura,Urban,all ages,Female,16.4,15.7,4.2
Tripura,Urban,all ages,Male,61.8,58.9,4.7
Tripura,Urban,all ages,Person,38.8,37,4.6
Meghalaya,Rural,15-29 years,Female,33.9,31.1,8.1
Meghalaya,Rural,15-29 years,Male,56.9,53.4,6.1
Meghalaya,Rural,15-29 years,Person,45.7,42.6,6.8
Meghalaya,Total,15-29 years,Female,31,27.4,11.8
Meghalaya,Total,15-29 years,Male,53.5,49.6,7.2
Meghalaya,Total,15-29 years,Person,42.3,38.5,8.9
Meghalaya,Urban,15-29 years,Female,20.5,13.5,34.4
Meghalaya,Urban,15-29 years,Male,36.9,31.2,15.5
Meghalaya,Urban,15-29 years,Person,27.9,21.5,23.1
Meghalaya,Rural,15-59 years,Female,57.9,56.6,2.2
Meghalaya,Rural,15-59 years,Male,79.4,77.8,2
Meghalaya,Rural,15-59 years,Person,68.7,67.2,2.1
Meghalaya,Total,15-59 years,Female,53.1,51.3,3.4
Meghalaya,Total,15-59 years,Male,77.5,75.6,2.4
Meghalaya,Total,15-59 years,Person,65.2,63.4,2.8
Meghalaya,Urban,15-59 years,Female,30.9,26.6,14
Meghalaya,Urban,15-59 years,Male,67.8,64.5,4.8
Meghalaya,Urban,15-59 years,Person,48.5,44.7,7.9
Meghalaya,Rural,15 years and above,Male,78.2,76.6,1.9
Meghalaya,Rural,15 years and above,Person,67.1,65.8,2
Meghalaya,Total,15 years and above,Female,51.2,49.6,3.3
Meghalaya,Total,15 years and above,Male,76.2,74.4,2.3
Meghalaya,Total,15 years and above,Person,63.5,61.8,2.7
Meghalaya,Urban,15 years and above,Female,29.1,25.2,13.3
Meghalaya,Urban,15 years and above,Male,66.1,63.1,4.6
Meghalaya,Urban,15 years and above,Person,46.4,42.9,7.5
Meghalaya,Rural,All Ages,Female,36.4,35.6,2.1
Meghalaya,Rural,All Ages,Male,50.6,49.6,1.9
Meghalaya,Rural,All Ages,Person,43.5,42.6,2
Meghalaya,Total,All Ages,Female,34.1,32.9,3.3
Meghalaya,Total,All Ages,Male,50.6,49.4,2.3
Meghalaya,Total,All Ages,Person,42.2,41.1,2.7
Meghalaya,Urban,All Ages,Female,22,19.1,13.3
Meghalaya,Urban,All Ages,Male,50.5,48.2,4.6
Meghalaya,Urban,All Ages,Person,35.3,32.6,7.5
Meghalaya,Rural,15-29 years,Female,22.9,21.4,6.7
Meghalaya,Rural,15-29 years,Male,51.4,49.7,3.3
Meghalaya,Rural,15-29 years,Person,37.1,35.5,4.4
Meghalaya,Total,15-29 years,Female,22.1,18.8,15.1
Meghalaya,Total,15-29 years,Male,49.3,46.4,6.1
Meghalaya,Total,15-29 years,Person,35.6,32.5,8.9
Meghalaya,Urban,15-29 years,Female,19.3,9.2,52.4
Meghalaya,Urban,15-29 years,Male,41.2,33,19.9
Meghalaya,Urban,15-29 years,Person,29.9,20.7,30.7
Meghalaya,Rural,15-59 years,Female,51.6,50.9,1.5
Meghalaya,Rural,15-59 years,Male,76.9,76.2,1
Meghalaya,Rural,15-59 years,Person,64.2,63.4,1.2
Meghalaya,Total,15-59 years,Female,47.5,45.8,3.7
Meghalaya,Total,15-59 years,Male,75.9,74.2,2.2
Meghalaya,Total,15-59 years,Person,61.5,59.8,2.8
Meghalaya,Urban,15-59 years,Female,30.8,25.1,18.6
Meghalaya,Urban,15-59 years,Male,71.3,65.7,7.9
Meghalaya,Urban,15-59 years,Person,50.3,44.6,11.3
Meghalaya,Rural,15 years and above,Female,49.9,49.2,1.4
Meghalaya,Rural,15 years and above,Male,76.6,75.9,0.9
Meghalaya,Rural,15 years and above,Person,63,62.2,1.1
Meghalaya,Total,15 years and above,Female,45.7,44.1,3.6
Meghalaya,Total,15 years and above,Male,75.3,73.8,2.1
Meghalaya,Total,15 years and above,Person,60.2,58.6,2.7
Meghalaya,Urban,15 years and above,Female,28.9,23.6,18.3
Meghalaya,Urban,15 years and above,Male,70.1,64.8,7.5
Meghalaya,Urban,15 years and above,Person,48.6,43.3,10.9
Meghalaya,Rural,all ages,Female,30.4,30,1.4
Meghalaya,Rural,all ages,Male,47.4,47,1
Meghalaya,Rural,all ages,Person,38.7,38.3,1.1
Meghalaya,Total,all ages,Female,28.9,27.9,3.6
Meghalaya,Total,all ages,Male,48.1,47,2.1
Meghalaya,Total,all ages,Person,38.2,37.2,2.7
Meghalaya,Urban,all ages,Female,21.6,17.6,18.3
Meghalaya,Urban,all ages,Male,51.1,47.3,7.5
Meghalaya,Urban,all ages,Person,35.9,32,10.9
Assam,Rural,15-29 years,Female,8.8,6.9,21.4
Assam,Rural,15-29 years,Male,58.7,45.4,22.6
Assam,Rural,15-29 years,Person,34.6,26.8,22.5
Assam,Total,15-29 years,Female,9.3,7,24.9
Assam,Total,15-29 years,Male,58.1,44.5,23.3
Assam,Total,15-29 years,Person,34.5,26.4,23.5
Assam,Urban,15-29 years,Female,13.8,8,42.5
Assam,Urban,15-29 years,Male,53.2,37.7,29.2
Assam,Urban,15-29 years,Person,34.5,23.5,31.8
Assam,Rural,15-59 years,Female,13.5,12.5,7.2
Assam,Rural,15-59 years,Male,82.6,77.2,6.5
Assam,Rural,15-59 years,Person,49.7,46.4,6.6
Assam,Total,15-59 years,Female,13.6,12.5,8.2
Assam,Total,15-59 years,Male,82.1,76.4,6.9
Assam,Total,15-59 years,Person,49.4,45.9,7.1
Assam,Urban,15-59 years,Female,14.8,12.5,15.6
Assam,Urban,15-59 years,Male,78.4,70.4,10.3
Assam,Urban,15-59 years,Person,47.6,42.3,11.1
Assam,Rural,15 years and above,Male,78.2,73.4,6.2
Assam,Rural,15 years and above,Person,46.8,43.9,6.3
Assam,Total,15 years and above,Female,12.7,11.7,7.8
Assam,Total,15 years and above,Male,77.6,72.5,6.5
Assam,Total,15 years and above,Person,46.5,43.4,6.7
Assam,Urban,15 years and above,Female,13.3,11.2,15.5
Assam,Urban,15 years and above,Male,72.4,65.3,9.9
Assam,Urban,15 years and above,Person,43.8,39.1,10.7
Assam,Rural,All Ages,Female,9.5,8.9,6.8
Assam,Rural,All Ages,Male,57.3,53.7,6.2
Assam,Rural,All Ages,Person,34.8,32.6,6.3
Assam,Total,All Ages,Female,9.6,8.9,7.8
Assam,Total,All Ages,Male,57.2,53.4,6.5
Assam,Total,All Ages,Person,34.8,32.5,6.7
Assam,Urban,All Ages,Female,10.6,9,15.5
Assam,Urban,All Ages,Male,56.5,50.9,9.9
Assam,Urban,All Ages,Person,34.7,31,10.7
Assam,Rural,15-29 years,Female,15.2,10.4,31.6
Assam,Rural,15-29 years,Male,55.6,41.1,26.1
Assam,Rural,15-29 years,Person,34.5,25.1,27.3
Assam,Total,15-29 years,Female,15.8,10.7,32.5
Assam,Total,15-29 years,Male,55.4,41.1,25.9
Assam,Total,15-29 years,Person,34.7,25.2,27.5
Assam,Urban,15-29 years,Female,20,12.4,37.7
Assam,Urban,15-29 years,Male,54.1,40.5,25.1
Assam,Urban,15-29 years,Person,36.3,25.9,28.7
Assam,Rural,15-59 years,Female,16.9,14.7,13.5
Assam,Rural,15-59 years,Male,81.8,76,7.1
Assam,Rural,15-59 years,Person,49.4,45.3,8.2
Assam,Total,15-59 years,Female,17.4,14.9,14.3
Assam,Total,15-59 years,Male,81.8,76,7.1
Assam,Total,15-59 years,Person,49.5,45.4,8.3
Assam,Urban,15-59 years,Female,20.5,16.7,18.6
Assam,Urban,15-59 years,Male,81.6,76.3,6.5
Assam,Urban,15-59 years,Person,50.3,45.8,9
Assam,Rural,15 years and above,Female,16.1,14.1,12.8
Assam,Rural,15 years and above,Male,77.3,72.1,6.8
Assam,Rural,15 years and above,Person,47,43.3,7.8
Assam,Total,15 years and above,Female,16.4,14.2,13.6
Assam,Total,15 years and above,Male,77,71.8,6.7
Assam,Total,15 years and above,Person,46.9,43.2,7.9
Assam,Urban,15 years and above,Female,18.5,15.1,18.3
Assam,Urban,15 years and above,Male,74.7,70,6.3
Assam,Urban,15 years and above,Person,46.3,42.3,8.7
Assam,Rural,all ages,Female,12.1,10.5,12.9
Assam,Rural,all ages,Male,55.2,51.4,6.8
Assam,Rural,all ages,Person,34.3,31.6,7.8
Assam,Total,all ages,Female,12.4,10.7,13.7
Assam,Total,all ages,Male,55.6,51.9,6.7
Assam,Total,all ages,Person,34.6,31.9,7.9
Assam,Urban,all ages,Female,14.7,12,18.3
Assam,Urban,all ages,Male,59,55.3,6.3
Assam,Urban,all ages,Person,36.7,33.5,8.7
West Bengal,Rural,15-29 years,Female,14.4,13.6,5.4
West Bengal,Rural,15-29 years,Male,71.3,63.8,10.5
West Bengal,Rural,15-29 years,Person,42,37.9,9.6
West Bengal,Total,15-29 years,Female,16.8,15.5,7.6
West Bengal,Total,15-29 years,Male,69.1,60.8,12
West Bengal,Total,15-29 years,Person,42.3,37.6,11.1
West Bengal,Urban,15-29 years,Female,22.3,19.9,10.9
West Bengal,Urban,15-29 years,Male,64.2,54.2,15.6
West Bengal,Urban,15-29 years,Person,43.1,36.9,14.4
West Bengal,Rural,15-59 years,Female,22.2,21.9,1.5
West Bengal,Rural,15-59 years,Male,87.2,83.6,4.1
West Bengal,Rural,15-59 years,Person,54.5,52.5,3.6
West Bengal,Total,15-59 years,Female,23.9,23.4,2.4
West Bengal,Total,15-59 years,Male,86.2,82.3,4.6
West Bengal,Total,15-59 years,Person,54.9,52.6,4.1
West Bengal,Urban,15-59 years,Female,27.6,26.5,4
West Bengal,Urban,15-59 years,Male,84.2,79.5,5.5
West Bengal,Urban,15-59 years,Person,55.7,52.8,5.2
West Bengal,Rural,15 years and above,Male,83,79.9,3.7
West Bengal,Rural,15 years and above,Person,52.1,50.4,3.3
West Bengal,Total,15 years and above,Female,22.2,21.7,2.3
West Bengal,Total,15 years and above,Male,81.1,77.7,4.2
West Bengal,Total,15 years and above,Person,51.6,49.7,3.8
West Bengal,Urban,15 years and above,Female,24.8,23.8,3.7
West Bengal,Urban,15 years and above,Male,77.1,73,5.2
West Bengal,Urban,15 years and above,Person,50.6,48.2,4.9
West Bengal,Rural,All Ages,Female,16.2,16,1.4
West Bengal,Rural,All Ages,Male,62.9,60.4,4
West Bengal,Rural,All Ages,Person,40,38.6,3.5
West Bengal,Total,All Ages,Female,17.5,17.1,2.3
West Bengal,Total,All Ages,Male,62.3,59.6,4.4
West Bengal,Total,All Ages,Person,40.2,38.6,3.9
West Bengal,Urban,All Ages,Female,20.2,19.4,3.7
West Bengal,Urban,All Ages,Male,61.1,57.9,5.3
West Bengal,Urban,All Ages,Person,40.7,38.7,4.9
West Bengal,Rural,15-29 years,Female,15.9,14.7,7.8
West Bengal,Rural,15-29 years,Male,68.4,58.1,15.1
West Bengal,Rural,15-29 years,Person,42.1,36.3,13.7
West Bengal,Total,15-29 years,Female,18.4,16.5,10.1
West Bengal,Total,15-29 years,Male,66.8,56.5,15.4
West Bengal,Total,15-29 years,Person,42.2,36.2,14.2
West Bengal,Urban,15-29 years,Female,24.7,21.3,13.8
West Bengal,Urban,15-29 years,Male,62.1,52.1,16.2
West Bengal,Urban,15-29 years,Person,42.4,35.8,15.4
West Bengal,Rural,15-59 years,Female,24.3,23.6,2.7
West Bengal,Rural,15-59 years,Male,85.4,80.8,5.4
West Bengal,Rural,15-59 years,Person,55.1,52.4,4.8
West Bengal,Total,15-59 years,Female,26,25.1,3.7
West Bengal,Total,15-59 years,Male,85,80.3,5.5
West Bengal,Total,15-59 years,Person,55.3,52.6,5
West Bengal,Urban,15-59 years,Female,29.9,28.3,5.4
West Bengal,Urban,15-59 years,Male,83.9,79.1,5.7
West Bengal,Urban,15-59 years,Person,56,52.8,5.6
West Bengal,Rural,15 years and above,Female,22.6,21.9,2.8
West Bengal,Rural,15 years and above,Male,81.6,77.7,4.8
West Bengal,Rural,15 years and above,Person,52.8,50.5,4.4
West Bengal,Total,15 years and above,Female,24,23.1,3.6
West Bengal,Total,15 years and above,Male,80,76.1,4.9
West Bengal,Total,15 years and above,Person,52.1,49.7,4.6
West Bengal,Urban,15 years and above,Female,26.9,25.6,4.9
West Bengal,Urban,15 years and above,Male,76.4,72.4,5.2
West Bengal,Urban,15 years and above,Person,50.7,48.1,5.1
West Bengal,Rural,all ages,Female,17.5,17,2.8
West Bengal,Rural,all ages,Male,62.7,59.7,4.8
West Bengal,Rural,all ages,Person,40.8,39,4.4
West Bengal,Total,all ages,Female,19,18.3,3.6
West Bengal,Total,all ages,Male,62.7,59.5,5
West Bengal,Total,all ages,Person,41.1,39.2,4.6
West Bengal,Urban,all ages,Female,22.3,21.2,4.9
West Bengal,Urban,all ages,Male,62.5,59.2,5.3
West Bengal,Urban,all ages,Person,41.8,39.6,5.2
Jharkhand,Rural,15-29 years,Female,17.1,16.8,1.9
Jharkhand,Rural,15-29 years,Male,64,54.3,15.1
Jharkhand,Rural,15-29 years,Person,38.3,33.8,11.9
Jharkhand,Total,15-29 years,Female,15,14.2,5.1
Jharkhand,Total,15-29 years,Male,62,51.7,16.6
Jharkhand,Total,15-29 years,Person,36.4,31.3,14
Jharkhand,Urban,15-29 years,Female,8,5.7,28
Jharkhand,Urban,15-29 years,Male,55.9,43.7,22
Jharkhand,Urban,15-29 years,Person,30.2,23.3,22.8
Jharkhand,Rural,15-59 years,Female,25.8,25.6,0.6
Jharkhand,Rural,15-59 years,Male,82.4,77.4,6.1
Jharkhand,Rural,15-59 years,Person,52.6,50.2,4.7
Jharkhand,Total,15-59 years,Female,22.7,22.3,1.7
Jharkhand,Total,15-59 years,Male,81.3,75.8,6.7
Jharkhand,Total,15-59 years,Person,50.5,47.7,5.5
Jharkhand,Urban,15-59 years,Female,12.8,11.7,8.7
Jharkhand,Urban,15-59 years,Male,77.8,70.7,9
Jharkhand,Urban,15-59 years,Person,43.6,39.7,9
Jharkhand,Rural,15 years and above,Male,78.9,74.5,5.5
Jharkhand,Rural,15 years and above,Person,49.8,47.6,4.3
Jharkhand,Total,15 years and above,Female,20.7,20.4,1.6
Jharkhand,Total,15 years and above,Male,76.4,71.6,6.2
Jharkhand,Total,15 years and above,Person,47.4,44.9,5.2
Jharkhand,Urban,15 years and above,Female,11.8,10.8,8.4
Jharkhand,Urban,15 years and above,Male,68.6,62.6,8.7
Jharkhand,Urban,15 years and above,Person,39.5,36.1,8.7
Jharkhand,Rural,All Ages,Female,15.5,15.4,0.6
Jharkhand,Rural,All Ages,Male,51.7,48.7,5.8
Jharkhand,Rural,All Ages,Person,32.9,31.4,4.5
Jharkhand,Total,All Ages,Female,14.3,14,1.6
Jharkhand,Total,All Ages,Male,51.9,48.5,6.4
Jharkhand,Total,All Ages,Person,32.4,30.7,5.3
Jharkhand,Urban,All Ages,Female,9.3,8.5,8.4
Jharkhand,Urban,All Ages,Male,52.4,47.9,8.7
