State,Residence_Type,Gender,Age group of children in months,Children without any immunisation (%),Fully immunised children (%),Sample number of children
Nagaland,Total,children,36<=AgW=47,11.5,33.6,110
Nagaland,Total,children,48<=AgW=59,9.9,10.1,103
Nagaland,Total,children,60<=AgW=71,6.3,14,46
Nagaland,Total,children,6<=AgW=11,0,17.4,213
Nagaland,Total,children,all (0-71 months),5.5,12.8,714
Nagaland,Total,girl,0<=AgW6,0,0,119
Nagaland,Total,girl,12<=AgW=23,0,0.2,18
Nagaland,Total,girl,24<=Age<=35,2.4,2.5,105
Nagaland,Total,girl,36<=AgW=47,29.4,49,110
Nagaland,Total,girl,48<=AgW=59,0.1,4.2,103
Nagaland,Total,girl,60<=AgW=71,8.9,0.5,46
Nagaland,Total,girl,6<=AgW=11,0,6.5,213
Nagaland,Total,girl,all (0-71 months),5.5,8.7,714
Nagaland,Urban,boy,0<=AgW6,0,0,45
Nagaland,Urban,boy,12<=AgW=23,0,0,5
Nagaland,Urban,boy,24<=Age<=35,0.7,27,29
Nagaland,Urban,boy,36<=Age<=47,0.6,30.6,36
Nagaland,Urban,boy,48<=AgW=59,34,10.5,30
Nagaland,Urban,boy,60<=AgW=71,4.7,80.4,11
Nagaland,Urban,boy,6<=AgW=11,0,36.1,69
Nagaland,Urban,boy,all (0-71 months),6.6,27.1,225
Nagaland,Urban,children,0<=AgW6,0,0,45
Nagaland,Urban,children,12<=AgW=23,0,3.8,5
Nagaland,Urban,children,24<=Age<=35,4.4,18.7,29
Nagaland,Urban,children,36<=Age<=47,1.3,56.3,36
Nagaland,Urban,children,48<=AgW=59,14.1,5.8,30
Nagaland,Urban,children,60<=AgW=71,3.8,64.5,11
Nagaland,Urban,children,6<=AgW=11,0,24,69
Nagaland,Urban,children,all (0-71 months),4.1,26.2,225
Nagaland,Urban,girl,0<=AgW6,0,0,45
Nagaland,Urban,girl,12<=AgW=23,0,5,5
Nagaland,Urban,girl,24<=Age<=35,13.5,0,29
Nagaland,Urban,girl,36<=Age<=47,1.8,75.4,36
Nagaland,Urban,girl,48<=AgW=59,0.4,2.5,30
Nagaland,Urban,girl,60<=AgW=71,0,0,11
Nagaland,Urban,girl,6<=AgW=11,0,13.1,69
Nagaland,Urban,girl,all (0-71 months),1.6,25.4,225
Manipur,Rural,boy,0<=AgW6,0,0,73
Manipur,Rural,boy,12<=Age<=23,0,84.1,40
Manipur,Rural,boy,24<=AgW=35,5,87.4,138
Manipur,Rural,boy,36<=AgWm7,6.8,85.3,203
Manipur,Rural,boy,48<=Age<=59,20.5,77.7,115
Manipur,Rural,boy,60<=Age<-71,5,94.7,86
Manipur,Rural,boy,6<=AgW=11,0,24.4,290
Manipur,Rural,boy,all (0-71 months),7.4,76,945
Manipur,Rural,children,0<=AgW6,0,0,73
Manipur,Rural,children,12<=Age<=23,0.2,81.4,40
Manipur,Rural,children,24<=AgW=35,9.4,82.4,138
Manipur,Rural,children,36<=AgWm7,11.4,80.1,203
Manipur,Rural,children,48<=Age<=59,14.5,80.4,115
Manipur,Rural,children,60<=Age<-71,3.4,96,86
Manipur,Rural,children,6<=AgW=11,0,27.1,290
Manipur,Rural,children,all (0-71 months),7.6,72.7,945
Manipur,Rural,girl,0<=AgW6,0,0,73
Manipur,Rural,girl,12<=Age<=23,0.4,78.8,40
Manipur,Rural,girl,24<=AgW=35,13.5,77.7,138
Manipur,Rural,girl,36<=AgWm7,14.9,76.4,203
Manipur,Rural,girl,48<=Age<=59,2.8,85.6,115
Manipur,Rural,girl,60<=Age<-71,0.2,98.6,86
Manipur,Rural,girl,6<=AgW=11,0,29.3,290
Manipur,Rural,girl,all (0-71 months),7.8,69.3,945
Manipur,Total,boy,0<=AgW6,0,0,169
Manipur,Total,boy,12<=AgH=23,0,88.8,71
Manipur,Total,boy,24<=AgW=35,4.6,89.7,231
Manipur,Total,boy,36<=AgWm7,7.3,86.3,353
Manipur,Total,boy,48<=Age<=59,15.3,83.2,197
Manipur,Total,boy,60<=Age<-71,4.1,95,154
Manipur,Total,boy,6<=AgW=11,0,29.8,503
Manipur,Total,boy,all (0-71 months),6.2,77.7,1678
Manipur,Total,children,0<=AgW6,0,0,169
Manipur,Total,children,12<=AgH=23,0.1,81.7,71
Manipur,Total,children,24<=AgW=35,7.3,86.2,231
Manipur,Total,children,36<=AgWm7,9,83.4,353
Manipur,Total,children,48<=Age<=59,10.1,85.3,197
Manipur,Total,children,60<=Age<-71,2.6,95.6,154
Manipur,Total,children,6<=AgW=11,0,29.1,503
Manipur,Total,children,all (0-71 months),5.8,75.1,1678
Manipur,Total,girl,0<=AgW6,0,0,169
Manipur,Total,girl,12<=AgH=23,0.3,74.8,71
Manipur,Total,girl,24<=AgW=35,9.9,83,231
Manipur,Total,girl,36<=AgWm7,10.3,81.1,353
Manipur,Total,girl,48<=Age<=59,2,88.7,197
Manipur,Total,girl,60<=Age<-71,0.1,96.5,154
Manipur,Total,girl,6<=AgW=11,0,28.5,503
Manipur,Total,girl,all (0-71 months),5.5,72.5,1678
Manipur,Urban,boy,0<=AgW6,0,0,96
Manipur,Urban,boy,12<=Age<=23,0,97.9,31
Manipur,Urban,boy,24<=AgW=35,3.6,95.3,93
Manipur,Urban,boy,36<=AgWm7,8.2,88,150
Manipur,Urban,boy,48<=Age<=59,0,99.5,82
Manipur,Urban,boy,60<=Age<-71,0,96.2,68
Manipur,Urban,boy,6<=AgW=11,0,41.7,213
Manipur,Urban,boy,all (0-71 months),3.2,81.9,733
Manipur,Urban,children,0<=AgW6,0,0,96
Manipur,Urban,children,12<=Age<=23,0,82.2,31
Manipur,Urban,children,24<=AgW=35,1.8,96.2,93
Manipur,Urban,children,36<=AgWm7,4.3,89.7,150
Manipur,Urban,children,48<=Age<=59,0.4,96.4,82
Manipur,Urban,children,60<=Age<-71,0,94.2,68
Manipur,Urban,children,6<=AgW=11,0,34.4,213
Manipur,Urban,children,all (0-71 months),1.7,80.7,733
Manipur,Urban,girl,0<=AgW6,0,0,96
Manipur,Urban,girl,12<=Age<=23,0,66.4,31
Manipur,Urban,girl,24<=AgW=35,0,97.1,93
Manipur,Urban,girl,36<=AgWm7,0.6,91.3,150
Manipur,Urban,girl,48<=Age<=59,0.8,93.3,82
Manipur,Urban,girl,60<=Age<-71,0,92.5,68
Manipur,Urban,girl,6<=AgW=11,0,25.8,213
Manipur,Urban,girl,all (0-71 months),0.3,79.5,733
Mizoram,Rural,boy,0<=AgW6,0,0,63
Mizoram,Rural,boy,12<=AgW=23,0,100,22
Mizoram,Rural,boy,24<=AgW=35,0,79.8,72
Mizoram,Rural,boy,36<=Age<=t7,0,96.9,108
Mizoram,Rural,boy,48<=Age<=59,0,86.3,70
Mizoram,Rural,boy,60<=Age<=71,0,92.3,29
Mizoram,Rural,boy,6<=AgW=11,0,21.1,116
Mizoram,Rural,boy,all (0-71 months),0,75.1,480
Mizoram,Rural,children,0<=AgW6,0,0,63
Mizoram,Rural,children,12<=AgW=23,0,81,22
Mizoram,Rural,children,24<=AgW=35,0,83.7,72
Mizoram,Rural,children,36<=Age<=t7,0,96.4,108
Mizoram,Rural,children,48<=Age<=59,0,92.6,70
Mizoram,Rural,children,60<=Age<=71,0,94.4,29
Mizoram,Rural,children,6<=AgW=11,0,27.3,116
Mizoram,Rural,children,all (0-71 months),0,76.1,480
Mizoram,Rural,girl,0<=AgW6,0,0,63
Mizoram,Rural,girl,12<=AgW=23,0,71.4,22
Mizoram,Rural,girl,24<=AgW=35,0,87.3,72
Mizoram,Rural,girl,36<=Age<=t7,0,95.9,108
Mizoram,Rural,girl,48<=Age<=59,0,98.6,70
Mizoram,Rural,girl,60<=Age<=71,0,100,29
Mizoram,Rural,girl,6<=AgW=11,0,31.8,116
Mizoram,Rural,girl,all (0-71 months),0,77.2,480
Mizoram,Total,boy,0<=AgW6,0,0,153
Mizoram,Total,boy,12<=AgW=23,0,99.3,32
Mizoram,Total,boy,24<=AgW=35,5,71.2,144
Mizoram,Total,boy,36<=Age<=t7,0,97.7,210
Mizoram,Total,boy,48<=Age<=59,0,89.5,137
Mizoram,Total,boy,60<=Age<=71,12.1,81.9,51
Mizoram,Total,boy,6<=AgW=11,0,25,241
Mizoram,Total,boy,all (0-71 months),2.1,71.4,968
Mizoram,Total,children,0<=AgW6,0.6,0,153
Mizoram,Total,children,12<=AgW=23,0,76.2,32
Mizoram,Total,children,24<=AgW=35,2.4,79.8,144
Mizoram,Total,children,36<=Age<=t7,0.2,96.8,210
Mizoram,Total,children,48<=Age<=59,0,93.5,137
Mizoram,Total,children,60<=Age<=71,7.4,88.4,51
Mizoram,Total,children,6<=AgW=11,0.3,28.6,241
Mizoram,Total,children,all (0-71 months),1.1,73.4,968
Mizoram,Total,girl,0<=AgW6,1.1,0,153
Mizoram,Total,girl,12<=AgW=23,0,65.4,32
Mizoram,Total,girl,24<=AgW=35,0,87.5,144
Mizoram,Total,girl,36<=Age<=t7,0.4,95.9,210
Mizoram,Total,girl,48<=Age<=59,0,97.1,137
Mizoram,Total,girl,60<=Age<=71,0,98.5,51
Mizoram,Total,girl,6<=AgW=11,0.6,31.4,241
Mizoram,Total,girl,all (0-71 months),0.3,75.1,968
Mizoram,Urban,boy,0<=AgW6,0,0,90
Mizoram,Urban,boy,12<=AgW=23,0,97.5,10
Mizoram,Urban,boy,24<=AgW=35,14.1,55.5,72
Mizoram,Urban,boy,36<=Age<=t7,0,99.8,102
Mizoram,Urban,boy,48<=Age<=59,0,98.1,67
Mizoram,Urban,boy,60<=Age<=71,53.9,46.1,22
Mizoram,Urban,boy,6<=AgW=11,0,31.3,125
Mizoram,Urban,boy,all (0-71 months),6.7,63.2,488
Mizoram,Urban,children,0<=AgW6,1.4,0,90
Mizoram,Urban,children,12<=AgW=23,0,64.9,10
Mizoram,Urban,children,24<=AgW=35,6.4,73.2,72
Mizoram,Urban,children,36<=Age<=t7,0.7,97.7,102
Mizoram,Urban,children,48<=Age<=59,0,95.6,67
Mizoram,Urban,children,60<=Age<=71,21.6,76.7,22
Mizoram,Urban,children,6<=AgW=11,0.9,30.9,125
Mizoram,Urban,children,all (0-71 months),3.3,67.8,488
Mizoram,Urban,girl,0<=AgW6,2.4,0,90
Mizoram,Urban,girl,12<=AgW=23,0,52.3,10
Mizoram,Urban,girl,24<=AgW=35,0,87.8,72
Mizoram,Urban,girl,36<=Age<=t7,1.4,96,102
Mizoram,Urban,girl,48<=Age<=59,0,93.9,67
Mizoram,Urban,girl,60<=Age<=71,0,97.2,22
Mizoram,Urban,girl,6<=AgW=11,1.6,30.6,125
Mizoram,Urban,girl,all (0-71 months),0.7,71.3,488
Tripura,Rural,boy,0<=AgW6,0,0,112
Tripura,Rural,boy,12<=AgW=23,34.9,34.5,42
Tripura,Rural,boy,24<=AgW=35,2.6,35.4,97
Tripura,Rural,boy,36<=Age<=t7,20.3,46.1,80
Tripura,Rural,boy,48<=Age<=59,2.2,58.3,73
Tripura,Rural,boy,60<=Age<=71,0.1,67.3,43
Tripura,Rural,boy,6<=AgW=11,7.6,15.1,231
Tripura,Rural,boy,all (0-71 months),7.4,35.2,678
Tripura,Rural,children,0<=AgW6,0,0,112
Tripura,Rural,children,12<=AgW=23,21.7,29.4,42
Tripura,Rural,children,24<=AgW=35,4.7,48.5,97
Tripura,Rural,children,36<=Age<=t7,27.2,36.6,80
Tripura,Rural,children,48<=Age<=59,8.8,50.5,73
Tripura,Rural,children,60<=Age<=71,19.9,58.3,43
Tripura,Rural,children,6<=AgW=11,5.2,13.2,231
Tripura,Rural,children,all (0-71 months),11.3,37.4,678
Tripura,Rural,girl,0<=AgW6,0,0,112
Tripura,Rural,girl,12<=AgW=23,0.7,21.3,42
Tripura,Rural,girl,24<=AgW=35,7.6,66.6,97
Tripura,Rural,girl,36<=Age<=t7,32,29.8,80
Tripura,Rural,girl,48<=Age<=59,13.7,44.5,73
Tripura,Rural,girl,60<=Age<=71,38.5,49.9,43
Tripura,Rural,girl,6<=AgW=11,1.1,10,231
Tripura,Rural,girl,all (0-71 months),15.8,40,678
Tripura,Total,boy,0<=AgW6,0,0,166
Tripura,Total,boy,12<=AgW=23,28.8,31,56
Tripura,Total,boy,24<=AgW=35,2.1,43.8,131
Tripura,Total,boy,36<=Age<=l7,17.2,46.2,98
Tripura,Total,boy,48<=Age<=59,1.8,63.4,85
Tripura,Total,boy,60<=Age<=71,0.8,71,55
Tripura,Total,boy,6<=AgW=11,7.3,15,327
Tripura,Total,boy,all (0-71 months),6.4,39.2,918
Tripura,Total,children,0<=AgW6,4.3,0,166
Tripura,Total,children,12<=AgW=23,18.8,27.4,56
Tripura,Total,children,24<=AgW=35,5.2,51.4,131
Tripura,Total,children,36<=Age<=l7,23.7,40,98
Tripura,Total,children,48<=Age<=59,7.7,54.7,85
Tripura,Total,children,60<=Age<=71,18.9,61.2,55
Tripura,Total,children,6<=AgW=11,4.9,13.3,327
Tripura,Total,children,all (0-71 months),10.6,39.6,918
Tripura,Total,girl,0<=AgW6,9.8,0,166
Tripura,Total,girl,12<=AgW=23,1.3,21.1,56
Tripura,Total,girl,24<=AgW=35,9.3,61.8,131
Tripura,Total,girl,36<=Age<=l7,28.7,35.3,98
Tripura,Total,girl,48<=Age<=59,12.9,47,85
Tripura,Total,girl,60<=Age<=71,38.1,50.8,55
Tripura,Total,girl,6<=AgW=11,0.9,10.4,327
Tripura,Total,girl,all (0-71 months),15.7,40.1,918
Tripura,Urban,boy,0<=AgW6,0,0,54
Tripura,Urban,boy,12<=AgW=23,0,14.2,14
Tripura,Urban,boy,24<=AgW=35,0,78.7,34
Tripura,Urban,boy,36<=Age<=t7,1.6,47.1,18
Tripura,Urban,boy,48<=Age<=59,0,85.4,12
Tripura,Urban,boy,60<=Age<=71,4.8,91.6,12
Tripura,Urban,boy,6<=AgW=11,5.1,14.5,96
Tripura,Urban,boy,all (0-71 months),1.2,59.7,240
Tripura,Urban,children,0<=AgW6,27.3,0,54
Tripura,Urban,children,12<=AgW=23,1.8,15.3,14
Tripura,Urban,children,24<=AgW=35,7,63.1,34
Tripura,Urban,children,36<=Age<=t7,0.9,63.1,18
Tripura,Urban,children,48<=Age<=59,0,85.8,12
Tripura,Urban,children,60<=Age<=71,8.9,88.2,12
Tripura,Urban,children,6<=AgW=11,2.9,13.8,96
Tripura,Urban,children,all (0-71 months),6.8,51.9,240
Tripura,Urban,girl,0<=AgW6,40,0,54
Tripura,Urban,girl,12<=AgW=23,8.3,19,14
Tripura,Urban,girl,24<=AgW=35,16.2,42.7,34
Tripura,Urban,girl,36<=Age<=t7,0,83.3,18
Tripura,Urban,girl,48<=Age<=59,0,87,12
Tripura,Urban,girl,60<=Age<=71,26.7,73.3,12
Tripura,Urban,girl,6<=AgW=11,0,12.8,96
Tripura,Urban,girl,all (0-71 months),14.7,41,240
Meghalaya,Rural,boy,0<=Age<6,0,0,129
Meghalaya,Rural,boy,12<=Age<=23,0,57.7,29
Meghalaya,Rural,boy,24<=AgW=35,0,64.8,97
Meghalaya,Rural,boy,36<=AgW=t7,0,34.1,107
Meghalaya,Rural,boy,48<=Age<=59,0,91.4,108
Meghalaya,Rural,boy,60<=Age<=71,0,38.3,60
Meghalaya,Rural,boy,6<=Age<=11,0,22.1,164
Meghalaya,Rural,boy,all (0-71 months),0,46.7,694
Meghalaya,Rural,children,0<=Age<6,0,0,129
Meghalaya,Rural,children,12<=Age<=23,0,36.2,29
Meghalaya,Rural,children,24<=AgW=35,0,65.8,97
Meghalaya,Rural,children,36<=AgW=t7,0,46.3,107
Meghalaya,Rural,children,48<=Age<=59,0,92.1,108
Meghalaya,Rural,children,60<=Age<=71,0,54.3,60
Meghalaya,Rural,children,6<=Age<=11,0.7,18.6,164
Meghalaya,Rural,children,all (0-71 months),0.1,49.8,694
Meghalaya,Rural,girl,0<=Age<6,0,0,129
Meghalaya,Rural,girl,12<=Age<=23,0,5.8,29
Meghalaya,Rural,girl,24<=AgW=35,0,67,97
Meghalaya,Rural,girl,36<=AgW=t7,0,61.7,107
Meghalaya,Rural,girl,48<=Age<=59,0,92.5,108
Meghalaya,Rural,girl,60<=Age<=71,0,65.6,60
Meghalaya,Rural,girl,6<=Age<=11,1.1,16.2,164
Meghalaya,Rural,girl,all (0-71 months),0.2,52.7,694
Meghalaya,Total,boy,0<=Age<6,0,0,172
Meghalaya,Total,boy,12<=Age<=23,0,44.7,42
Meghalaya,Total,boy,24<=AgW=35,0,65.6,133
Meghalaya,Total,boy,36<=AgW=t7,0,41.8,146
Meghalaya,Total,boy,48<=Age<=59,0,90.5,149
Meghalaya,Total,boy,60<=Age<=71,0,55.9,86
Meghalaya,Total,boy,6<=Age<=11,0,22.1,235
Meghalaya,Total,boy,all (0-71 months),0,49.8,963
Meghalaya,Total,children,0<=Age<6,0,0,172
Meghalaya,Total,children,12<=Age<=23,0,38.1,42
Meghalaya,Total,children,24<=AgW=35,0,66.3,133
Meghalaya,Total,children,36<=AgW=t7,0,52.6,146
Meghalaya,Total,children,48<=Age<=59,0,88.2,149
Meghalaya,Total,children,60<=Age<=71,0,61.7,86
Meghalaya,Total,children,6<=Age<=11,0.6,19,235
Meghalaya,Total,children,all (0-71 months),0.1,52,963
Meghalaya,Total,girl,0<=Age<6,0,0,172
Meghalaya,Total,girl,12<=Age<=23,0,28.7,42
Meghalaya,Total,girl,24<=AgW=35,0,67,133
Meghalaya,Total,girl,36<=AgW=t7,0,66.8,146
Meghalaya,Total,girl,48<=Age<=59,0,86.4,149
Meghalaya,Total,girl,60<=Age<=71,0,67.2,86
Meghalaya,Total,girl,6<=Age<=11,1,16.7,235
Meghalaya,Total,girl,all (0-71 months),0.2,54,963
Meghalaya,Urban,boy,0<=Age<6,0,0,43
Meghalaya,Urban,boy,12<=Age<=23,0,3.9,13
Meghalaya,Urban,boy,24<=AgW=35,0,81.1,36
Meghalaya,Urban,boy,36<=AgW=t7,0,76.7,39
Meghalaya,Urban,boy,48<=Age<=59,0,87.1,41
Meghalaya,Urban,boy,60<=Age<=71,0,98.2,26
Meghalaya,Urban,boy,6<=Age<=11,0,21.5,71
Meghalaya,Urban,boy,all (0-71 months),0,66.1,269
Meghalaya,Urban,children,0<=Age<6,0,0,43
Meghalaya,Urban,children,12<=Age<=23,0,43.7,13
Meghalaya,Urban,children,24<=AgW=35,0,69.4,36
Meghalaya,Urban,children,36<=AgW=t7,0,83.2,39
Meghalaya,Urban,children,48<=Age<=59,0,69.4,41
Meghalaya,Urban,children,60<=Age<=71,0,97.1,26
Meghalaya,Urban,children,6<=Age<=11,0,21.7,71
Meghalaya,Urban,children,all (0-71 months),0,64,269
Meghalaya,Urban,girl,0<=Age<6,0,0,43
Meghalaya,Urban,girl,12<=Age<=23,0,97.1,13
Meghalaya,Urban,girl,24<=AgW=35,0,67.1,36
Meghalaya,Urban,girl,36<=AgW=t7,0,92.7,39
Meghalaya,Urban,girl,48<=Age<=59,0,48.8,41
Meghalaya,Urban,girl,60<=Age<=71,0,91.9,26
Meghalaya,Urban,girl,6<=Age<=11,0,21.9,71
Meghalaya,Urban,girl,all (0-71 months),0,61.9,269
Assam,Rural,boy,0<=AgW6,0,0,386
Assam,Rural,boy,12<=AgW=23,0,54.1,64
Assam,Rural,boy,24<=Age<=35,5.5,49.8,155
Assam,Rural,boy,36<=AgWN7,0.1,67.8,267
Assam,Rural,boy,48<=Age<=59,7.1,58.3,246
Assam,Rural,boy,60<=Age<=71,16.5,60.3,113
Assam,Rural,boy,6<=AgW=11,0,13.5,562
Assam,Rural,boy,all (0-71 months),4.1,49,1793
Assam,Rural,children,0<=AgW6,0.4,0,386
Assam,Rural,children,12<=AgW=23,0,46,64
Assam,Rural,children,24<=Age<=35,6.1,49.5,155
Assam,Rural,children,36<=AgWN7,0.9,60.2,267
Assam,Rural,children,48<=Age<=59,5.2,61.4,246
Assam,Rural,children,60<=Age<=71,19.2,48.3,113
Assam,Rural,children,6<=AgW=11,0,14.2,562
Assam,Rural,children,all (0-71 months),4,45.9,1793
Assam,Rural,girl,0<=AgW6,0.7,0,386
Assam,Rural,girl,12<=AgW=23,0,40.2,64
Assam,Rural,girl,24<=Age<=35,6.7,49.2,155
Assam,Rural,girl,36<=AgWN7,1.8,51.3,267
Assam,Rural,girl,48<=Age<=59,3,65.3,246
Assam,Rural,girl,60<=Age<=71,24.1,26.9,113
Assam,Rural,girl,6<=AgW=11,0,14.9,562
Assam,Rural,girl,all (0-71 months),3.8,42.4,1793
Assam,Total,boy,0<=AgW6,0.1,0,490
Assam,Total,boy,12<=AgH=23,0,57.4,91
Assam,Total,boy,24<=Age<=35,4.7,50.9,205
Assam,Total,boy,36<=Age<m7,0.2,68.1,324
Assam,Total,boy,48<=AgW=59,6.6,61.2,311
Assam,Total,boy,60<=Age<=71,16.4,60.5,136
Assam,Total,boy,6<=AgW=11,0,13.8,734
Assam,Total,boy,all (0-71 months),3.9,49.9,2291
Assam,Total,children,0<=AgW6,0.4,0,490
Assam,Total,children,12<=AgH=23,0,48.5,91
Assam,Total,children,24<=Age<=35,5.3,48.7,205
Assam,Total,children,36<=Age<m7,0.9,60.1,324
Assam,Total,children,48<=AgW=59,5,63.2,311
Assam,Total,children,60<=Age<=71,18.1,47.3,136
Assam,Total,children,6<=AgW=11,0,14.6,734
Assam,Total,children,all (0-71 months),3.7,46.1,2291
Assam,Total,girl,0<=AgW6,0.7,0,490
Assam,Total,girl,12<=AgH=23,0,42,91
Assam,Total,girl,24<=Age<=35,6,46.3,205
Assam,Total,girl,36<=Age<m7,1.8,50.5,324
Assam,Total,girl,48<=AgW=59,3,65.7,311
Assam,Total,girl,60<=Age<=71,20.8,26.6,136
Assam,Total,girl,6<=AgW=11,0,15.4,734
Assam,Total,girl,all (0-71 months),3.5,41.7,2291
Assam,Urban,boy,0<=AgW6,0.6,0,104
Assam,Urban,boy,12<=AgH=23,0,90.6,27
Assam,Urban,boy,24<=Age<=35,0,57.5,50
Assam,Urban,boy,36<=Age<m7,2.2,72.7,57
Assam,Urban,boy,48<=AgW=59,0.7,94.6,65
Assam,Urban,boy,60<=Age<=71,13,66.3,23
Assam,Urban,boy,6<=AgW=l1,0,15.9,172
Assam,Urban,boy,all (0-71 months),0.9,59.5,498
Assam,Urban,children,0<=AgW6,0.4,0,104
Assam,Urban,children,12<=AgH=23,0,82.2,27
Assam,Urban,children,24<=Age<=35,0,43.1,50
Assam,Urban,children,36<=Age<m7,1.5,59.4,57
Assam,Urban,children,48<=AgW=59,1.3,92.5,65
Assam,Urban,children,60<=Age<=71,2.8,33.5,23
Assam,Urban,children,6<=AgW=l1,0,18.7,172
Assam,Urban,children,all (0-71 months),0.7,48.5,498
Assam,Urban,girl,0<=AgW6,0,0,104
Assam,Urban,girl,12<=AgH=23,0,72.1,27
Assam,Urban,girl,24<=Age<=35,0,22.3,50
Assam,Urban,girl,36<=Age<m7,0,32.6,57
Assam,Urban,girl,48<=AgW=59,3.6,83.9,65
Assam,Urban,girl,60<=Age<=71,0,24.5,23
Assam,Urban,girl,6<=AgW=l1,0,22.8,172
Assam,Urban,girl,all (0-71 months),0.3,31.1,498
West Bengal,Rural,boy,0<=Age<6,0,0,441
West Bengal,Rural,boy,12<=Age<=23,0,70.5,192
West Bengal,Rural,boy,24<=AgW=35,9.7,66.7,294
West Bengal,Rural,boy,36<=AgW=t7,10.6,81,328
West Bengal,Rural,boy,48<=Age<=59,6,84.2,323
West Bengal,Rural,boy,60<=Age<=71,1.9,89.2,152
West Bengal,Rural,boy,6<=Age<=11,0,31.6,628
West Bengal,Rural,boy,all (0-71 months),5.2,64.5,2358
West Bengal,Rural,children,0<=Age<6,0.1,0,441
West Bengal,Rural,children,12<=Age<=23,0,75.5,192
West Bengal,Rural,children,24<=AgW=35,7.6,68.5,294
West Bengal,Rural,children,36<=AgW=t7,4.9,87.7,328
West Bengal,Rural,children,48<=Age<=59,6.5,79.3,323
West Bengal,Rural,children,60<=Age<=71,1.8,91.4,152
West Bengal,Rural,children,6<=Age<=11,0,29.9,628
West Bengal,Rural,children,all (0-71 months),4.1,66.3,2358
West Bengal,Rural,girl,0<=Age<6,0.1,0,441
West Bengal,Rural,girl,12<=Age<=23,0,82.5,192
West Bengal,Rural,girl,24<=AgW=35,5.3,70.4,294
West Bengal,Rural,girl,36<=AgW=t7,1.2,92.2,328
West Bengal,Rural,girl,48<=Age<=59,7.1,73.5,323
West Bengal,Rural,girl,60<=Age<=71,1.6,93.4,152
West Bengal,Rural,girl,6<=Age<=11,0,27.8,628
West Bengal,Rural,girl,all (0-71 months),3,68.2,2358
West Bengal,Total,boy,0<=Age<6,0,0,726
West Bengal,Total,boy,12<=Age<=23,2.9,69.7,273
West Bengal,Total,boy,24<=AgW=35,8,67.6,430
West Bengal,Total,boy,36<=AgW=t7,8,78.6,483
West Bengal,Total,boy,48<=Age<=59,6.1,81.5,461
West Bengal,Total,boy,60<=Age<=71,4.2,88,241
West Bengal,Total,boy,6<=Age<=11,0,30,1002
West Bengal,Total,boy,all (0-71 months),5,64,3616
West Bengal,Total,children,0<=Age<6,0.1,0,726
West Bengal,Total,children,12<=Age<=23,1.6,73.6,273
West Bengal,Total,children,24<=AgW=35,6.7,68.4,430
West Bengal,Total,children,36<=AgW=t7,4.1,85.2,483
West Bengal,Total,children,48<=Age<=59,6.8,79.2,461
West Bengal,Total,children,60<=Age<=71,2.7,91.8,241
West Bengal,Total,children,6<=Age<=11,0,29,1002
West Bengal,Total,children,all (0-71 months),4,66.2,3616
West Bengal,Total,girl,0<=Age<6,0.1,0,726
West Bengal,Total,girl,12<=Age<=23,0,78.5,273
West Bengal,Total,girl,24<=AgW=35,5.4,69.4,430
West Bengal,Total,girl,36<=AgW=t7,1.4,89.9,483
West Bengal,Total,girl,48<=Age<=59,7.5,76.8,461
West Bengal,Total,girl,60<=Age<=71,1.4,95.1,241
West Bengal,Total,girl,6<=Age<=11,0,28,1002
West Bengal,Total,girl,all (0-71 months),3.1,68.5,3616
West Bengal,Urban,boy,0<=Age<6,0,0,285
West Bengal,Urban,boy,12<=Age<=23,11.5,67.5,81
West Bengal,Urban,boy,24<=AgW=35,0.6,71.3,136
West Bengal,Urban,boy,36<=AgW=t7,1.5,72.6,155
West Bengal,Urban,boy,48<=Age<=59,6.4,72,138
West Bengal,Urban,boy,60<=Age<=71,9.6,85.1,89
West Bengal,Urban,boy,6<=Age<=11,0,23.1,374
West Bengal,Urban,boy,all (0-71 months),4.4,62.3,1258
West Bengal,Urban,children,0<=Age<6,0,0,285
West Bengal,Urban,children,12<=Age<=23,5.9,68.3,81
West Bengal,Urban,children,24<=AgW=35,3.2,68.3,136
West Bengal,Urban,children,36<=AgW=t7,1.8,78.3,155
West Bengal,Urban,children,48<=Age<=59,7.4,79,138
West Bengal,Urban,children,60<=Age<=71,4.6,92.6,89
West Bengal,Urban,children,6<=Age<=11,0,25.8,374
West Bengal,Urban,children,all (0-71 months),3.8,66.1,1258
West Bengal,Urban,girl,0<=Age<6,0.1,0,285
West Bengal,Urban,girl,12<=Age<=23,0,69.3,81
West Bengal,Urban,girl,24<=AgW=35,5.8,65.1,136
West Bengal,Urban,girl,36<=AgW=t7,2,82.7,155
West Bengal,Urban,girl,48<=Age<=59,8.3,85.2,138
West Bengal,Urban,girl,60<=Age<=71,0.9,98.2,89
West Bengal,Urban,girl,6<=Age<=11,0,28.7,374
West Bengal,Urban,girl,all (0-71 months),3.3,69.4,1258
Jharkhand,Rural,boy,0<=AgW6,3.6,0,306
Jharkhand,Rural,boy,12<=AgW=23,0,46.2,96
Jharkhand,Rural,boy,24<=Age<=35,0,62.4,247
Jharkhand,Rural,boy,36<=AgW=47,1.4,62.2,322
Jharkhand,Rural,boy,48<=AgW=59,4.3,88.3,258
Jharkhand,Rural,boy,60<=AgW=71,0.1,87.2,122
