State,Residence_Type,Gender,Course type,Distribution of students pursuing various courses (%)
Arunachal Pradesh,Total,Male,medicine,0.2
Arunachal Pradesh,Total,Male,others*,1.5
Arunachal Pradesh,Total,Male,science,1.2
Arunachal Pradesh,Total,Male,up to X,72.2
Arunachal Pradesh,Total,Person,all (incl. n.r.),100
Arunachal Pradesh,Total,Person,commerce,0.6
Arunachal Pradesh,Total,Person,courses from ITI/ recognised vocational institutes,0.1
Arunachal Pradesh,Total,Person,engineering,2.1
Arunachal Pradesh,Total,Person,humanities,19.6
Arunachal Pradesh,Total,Person,IT/ computer courses,0.3
Arunachal Pradesh,Total,Person,law,0
Arunachal Pradesh,Total,Person,management,0.1
Arunachal Pradesh,Total,Person,medicine,0.2
Arunachal Pradesh,Total,Person,others*,1.1
Arunachal Pradesh,Total,Person,science,1.3
Arunachal Pradesh,Total,Person,up to X,74.7
Arunachal Pradesh,Urban,Female,all (incl. n.r.),100
Arunachal Pradesh,Urban,Female,commerce,2.2
Arunachal Pradesh,Urban,Female,courses from ITI/ recognised vocational institutes,0
Arunachal Pradesh,Urban,Female,engineering,2.1
Arunachal Pradesh,Urban,Female,humanities,27.8
Arunachal Pradesh,Urban,Female,IT/ computer courses,0
Arunachal Pradesh,Urban,Female,law,0.1
Arunachal Pradesh,Urban,Female,management,0
Arunachal Pradesh,Urban,Female,medicine,0.2
Arunachal Pradesh,Urban,Female,others*,1.9
Arunachal Pradesh,Urban,Female,science,3.6
Arunachal Pradesh,Urban,Female,up to X,62.2
Arunachal Pradesh,Urban,Male,all (incl. n.r.),100
Arunachal Pradesh,Urban,Male,commerce,2.8
Arunachal Pradesh,Urban,Male,courses from ITI/ recognised vocational institutes,0.1
Arunachal Pradesh,Urban,Male,engineering,3.7
Arunachal Pradesh,Urban,Male,humanities,27.1
Arunachal Pradesh,Urban,Male,IT/ computer courses,0.1
Arunachal Pradesh,Urban,Male,law,0
Arunachal Pradesh,Urban,Male,management,0.1
Arunachal Pradesh,Urban,Male,medicine,0.5
Arunachal Pradesh,Urban,Male,others*,2
Arunachal Pradesh,Urban,Male,science,1.4
Arunachal Pradesh,Urban,Male,up to X,62.2
Arunachal Pradesh,Urban,Person,all (incl. n.r.),100
Arunachal Pradesh,Urban,Person,commerce,2.5
Arunachal Pradesh,Urban,Person,courses from ITI/ recognised vocational institutes,0.1
Arunachal Pradesh,Urban,Person,engineering,3.1
Arunachal Pradesh,Urban,Person,humanities,27.4
Arunachal Pradesh,Urban,Person,IT/ computer courses,0.1
Arunachal Pradesh,Urban,Person,law,0
Arunachal Pradesh,Urban,Person,management,0.1
Arunachal Pradesh,Urban,Person,medicine,0.4
Arunachal Pradesh,Urban,Person,others*,1.9
Arunachal Pradesh,Urban,Person,science,2.3
Arunachal Pradesh,Urban,Person,up to X,62.2
Nagaland,Rural,Female,all (incl. n.r.),100
Nagaland,Rural,Female,commerce,0.9
Nagaland,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Nagaland,Rural,Female,engineering,0.8
Nagaland,Rural,Female,humanities,4.7
Nagaland,Rural,Female,IT/ computer courses,0
Nagaland,Rural,Female,law,0
Nagaland,Rural,Female,management,0
Nagaland,Rural,Female,medicine,0
Nagaland,Rural,Female,others*,2.3
Nagaland,Rural,Female,science,0.4
Nagaland,Rural,Female,up to X,90.8
Nagaland,Rural,Male,all (incl. n.r.),100
Nagaland,Rural,Male,commerce,0.9
Nagaland,Rural,Male,courses from ITI/ recognised vocational institutes,0.7
Nagaland,Rural,Male,engineering,0
Nagaland,Rural,Male,humanities,6.5
Nagaland,Rural,Male,IT/ computer courses,0.1
Nagaland,Rural,Male,law,0
Nagaland,Rural,Male,management,0
Nagaland,Rural,Male,medicine,0
Nagaland,Rural,Male,others*,2.6
Nagaland,Rural,Male,science,0.3
Nagaland,Rural,Male,up to X,88.9
Nagaland,Rural,Person,all (incl. n.r.),100
Nagaland,Rural,Person,commerce,0.9
Nagaland,Rural,Person,courses from ITI/ recognised vocational institutes,0.4
Nagaland,Rural,Person,engineering,0.3
Nagaland,Rural,Person,humanities,5.7
Nagaland,Rural,Person,IT/ computer courses,0.1
Nagaland,Rural,Person,law,0
Nagaland,Rural,Person,management,0
Nagaland,Rural,Person,medicine,0
Nagaland,Rural,Person,others*,2.4
Nagaland,Rural,Person,science,0.4
Nagaland,Rural,Person,up to X,89.7
Nagaland,Total,Female,all (incl. n.r.),100
Nagaland,Total,Female,commerce,1.4
Nagaland,Total,Female,courses from ITI/ recognised vocational institutes,0.6
Nagaland,Total,Female,engineering,0.5
Nagaland,Total,Female,humanities,9.9
Nagaland,Total,Female,IT/ computer courses,0.1
Nagaland,Total,Female,law,0.1
Nagaland,Total,Female,management,0
Nagaland,Total,Female,medicine,0
Nagaland,Total,Female,others*,2.8
Nagaland,Total,Female,science,2.8
Nagaland,Total,Female,up to X,81.8
Nagaland,Total,Male,all (incl. n.r.),100
Nagaland,Total,Male,commerce,1.6
Nagaland,Total,Male,courses from ITI/ recognised vocational institutes,0.7
Nagaland,Total,Male,engineering,0.1
Nagaland,Total,Male,humanities,9.9
Nagaland,Total,Male,IT/ computer courses,0.3
Nagaland,Total,Male,law,0.1
Nagaland,Total,Male,management,0.1
Nagaland,Total,Male,medicine,0
Nagaland,Total,Male,others*,2.4
Nagaland,Total,Male,science,1.7
Nagaland,Total,Male,up to X,83.2
Nagaland,Total,Person,all (incl. n.r.),100
Nagaland,Total,Person,commerce,1.5
Nagaland,Total,Person,courses from ITI/ recognised vocational institutes,0.7
Nagaland,Total,Person,engineering,0.3
Nagaland,Total,Person,humanities,9.9
Nagaland,Total,Person,IT/ computer courses,0.2
Nagaland,Total,Person,law,0.1
Nagaland,Total,Person,management,0.1
Nagaland,Total,Person,medicine,0
Nagaland,Total,Person,others*,2.6
Nagaland,Total,Person,science,2.1
Nagaland,Total,Person,up to X,82.6
Nagaland,Urban,Female,all (incl. n.r.),100
Nagaland,Urban,Female,commerce,2.5
Nagaland,Urban,Female,courses from ITI/ recognised vocational institutes,1.5
Nagaland,Urban,Female,engineering,0.1
Nagaland,Urban,Female,humanities,20
Nagaland,Urban,Female,IT/ computer courses,0.3
Nagaland,Urban,Female,law,0.2
Nagaland,Urban,Female,management,0.1
Nagaland,Urban,Female,medicine,0
Nagaland,Urban,Female,others*,3.9
Nagaland,Urban,Female,science,7.4
Nagaland,Urban,Female,up to X,64
Nagaland,Urban,Male,all (incl. n.r.),100
Nagaland,Urban,Male,commerce,3.4
Nagaland,Urban,Male,courses from ITI/ recognised vocational institutes,1
Nagaland,Urban,Male,engineering,0.3
Nagaland,Urban,Male,humanities,18.5
Nagaland,Urban,Male,IT/ computer courses,0.7
Nagaland,Urban,Male,law,0.3
Nagaland,Urban,Male,management,0.2
Nagaland,Urban,Male,medicine,0
Nagaland,Urban,Male,others*,2
Nagaland,Urban,Male,science,5.1
Nagaland,Urban,Male,up to X,68.7
Nagaland,Urban,Person,all (incl. n.r.),100
Nagaland,Urban,Person,commerce,2.9
Nagaland,Urban,Person,courses from ITI/ recognised vocational institutes,1.2
Nagaland,Urban,Person,engineering,0.2
Nagaland,Urban,Person,humanities,19.2
Nagaland,Urban,Person,IT/ computer courses,0.5
Nagaland,Urban,Person,law,0.3
Nagaland,Urban,Person,management,0.1
Nagaland,Urban,Person,medicine,0
Nagaland,Urban,Person,others*,2.9
Nagaland,Urban,Person,science,6.2
Nagaland,Urban,Person,up to X,66.4
Manipur,Rural,Female,all (incl. n.r.),100
Manipur,Rural,Female,commerce,0.2
Manipur,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Manipur,Rural,Female,engineering,0.1
Manipur,Rural,Female,humanities,7.9
Manipur,Rural,Female,IT/ computer courses,0.1
Manipur,Rural,Female,law,0
Manipur,Rural,Female,management,0
Manipur,Rural,Female,medicine,0.3
Manipur,Rural,Female,others*,1.9
Manipur,Rural,Female,science,8.3
Manipur,Rural,Female,up to X,81.1
Manipur,Rural,Male,all (incl. n.r.),100
Manipur,Rural,Male,commerce,1.6
Manipur,Rural,Male,courses from ITI/ recognised vocational institutes,0.1
Manipur,Rural,Male,engineering,0.7
Manipur,Rural,Male,humanities,9.3
Manipur,Rural,Male,IT/ computer courses,0.3
Manipur,Rural,Male,law,0
Manipur,Rural,Male,management,0
Manipur,Rural,Male,medicine,0
Manipur,Rural,Male,others*,0.6
Manipur,Rural,Male,science,6.7
Manipur,Rural,Male,up to X,80.7
Manipur,Rural,Person,all (incl. n.r.),100
Manipur,Rural,Person,commerce,1
Manipur,Rural,Person,courses from ITI/ recognised vocational institutes,0.1
Manipur,Rural,Person,engineering,0.5
Manipur,Rural,Person,humanities,8.7
Manipur,Rural,Person,IT/ computer courses,0.2
Manipur,Rural,Person,law,0
Manipur,Rural,Person,management,0
Manipur,Rural,Person,medicine,0.1
Manipur,Rural,Person,others*,1.1
Manipur,Rural,Person,science,7.4
Manipur,Rural,Person,up to X,80.9
Manipur,Total,Female,all (incl. n.r.),100
Manipur,Total,Female,commerce,0.6
Manipur,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Manipur,Total,Female,engineering,0.1
Manipur,Total,Female,humanities,8.6
Manipur,Total,Female,IT/ computer courses,0.1
Manipur,Total,Female,law,0
Manipur,Total,Female,management,0
Manipur,Total,Female,medicine,0.2
Manipur,Total,Female,others*,1.5
Manipur,Total,Female,science,8.3
Manipur,Total,Female,up to X,80.5
Manipur,Total,Male,all (incl. n.r.),100
Manipur,Total,Male,commerce,1.2
Manipur,Total,Male,courses from ITI/ recognised vocational institutes,0.1
Manipur,Total,Male,engineering,0.5
Manipur,Total,Male,humanities,8.9
Manipur,Total,Male,IT/ computer courses,0.3
Manipur,Total,Male,law,0
Manipur,Total,Male,management,0
Manipur,Total,Male,medicine,0
Manipur,Total,Male,others*,0.7
Manipur,Total,Male,science,8.1
Manipur,Total,Male,up to X,80
Manipur,Total,Person,all (incl. n.r.),100
Manipur,Total,Person,commerce,1
Manipur,Total,Person,courses from ITI/ recognised vocational institutes,0.1
Manipur,Total,Person,engineering,0.4
Manipur,Total,Person,humanities,8.7
Manipur,Total,Person,IT/ computer courses,0.2
Manipur,Total,Person,law,0
Manipur,Total,Person,management,0
Manipur,Total,Person,medicine,0.1
Manipur,Total,Person,others*,1.1
Manipur,Total,Person,science,8.2
Manipur,Total,Person,up to X,80.2
Manipur,Urban,Female,all (incl. n.r.),100
Manipur,Urban,Female,commerce,1.5
Manipur,Urban,Female,courses from ITI/ recognised vocational institutes,0
Manipur,Urban,Female,engineering,0
Manipur,Urban,Female,humanities,9.9
Manipur,Urban,Female,IT/ computer courses,0.2
Manipur,Urban,Female,law,0
Manipur,Urban,Female,management,0
Manipur,Urban,Female,medicine,0.1
Manipur,Urban,Female,others*,0.9
Manipur,Urban,Female,science,8.2
Manipur,Urban,Female,up to X,79.2
Manipur,Urban,Male,all (incl. n.r.),100
Manipur,Urban,Male,commerce,0.4
Manipur,Urban,Male,courses from ITI/ recognised vocational institutes,0.2
Manipur,Urban,Male,engineering,0.2
Manipur,Urban,Male,humanities,8
Manipur,Urban,Male,IT/ computer courses,0.4
Manipur,Urban,Male,law,0
Manipur,Urban,Male,management,0
Manipur,Urban,Male,medicine,0
Manipur,Urban,Male,others*,1
Manipur,Urban,Male,science,10.9
Manipur,Urban,Male,up to X,78.8
Manipur,Urban,Person,all (incl. n.r.),100
Manipur,Urban,Person,commerce,0.9
Manipur,Urban,Person,courses from ITI/ recognised vocational institutes,0.1
Manipur,Urban,Person,engineering,0.1
Manipur,Urban,Person,humanities,8.8
Manipur,Urban,Person,IT/ computer courses,0.3
Manipur,Urban,Person,law,0
Manipur,Urban,Person,management,0
Manipur,Urban,Person,medicine,0
Manipur,Urban,Person,others*,0.9
Manipur,Urban,Person,science,9.7
Manipur,Urban,Person,up to X,79
Mizoram,Rural,Female,all (incl. n.r.),100
Mizoram,Rural,Female,commerce,0
Mizoram,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Mizoram,Rural,Female,engineering,0
Mizoram,Rural,Female,humanities,6.7
Mizoram,Rural,Female,IT/ computer courses,0
Mizoram,Rural,Female,law,0
Mizoram,Rural,Female,management,0.5
Mizoram,Rural,Female,medicine,0.1
Mizoram,Rural,Female,others*,0.5
Mizoram,Rural,Female,science,0.1
Mizoram,Rural,Female,up to X,91.9
Mizoram,Rural,Male,all (incl. n.r.),100
Mizoram,Rural,Male,commerce,0
Mizoram,Rural,Male,courses from ITI/ recognised vocational institutes,0
Mizoram,Rural,Male,engineering,0
Mizoram,Rural,Male,humanities,5.9
Mizoram,Rural,Male,IT/ computer courses,0
Mizoram,Rural,Male,law,0
Mizoram,Rural,Male,management,0
Mizoram,Rural,Male,medicine,0
Mizoram,Rural,Male,others*,0.5
Mizoram,Rural,Male,science,0.2
Mizoram,Rural,Male,up to X,93.4
Mizoram,Rural,Person,all (incl. n.r.),100
Mizoram,Rural,Person,commerce,0
Mizoram,Rural,Person,courses from ITI/ recognised vocational institutes,0
Mizoram,Rural,Person,engineering,0
Mizoram,Rural,Person,humanities,6.3
Mizoram,Rural,Person,IT/ computer courses,0
Mizoram,Rural,Person,law,0
Mizoram,Rural,Person,management,0.2
Mizoram,Rural,Person,medicine,0.1
Mizoram,Rural,Person,others*,0.5
Mizoram,Rural,Person,science,0.2
Mizoram,Rural,Person,up to X,92.7
Mizoram,Total,Female,all (incl. n.r.),100
Mizoram,Total,Female,commerce,0.6
Mizoram,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Mizoram,Total,Female,engineering,0
Mizoram,Total,Female,humanities,15.1
Mizoram,Total,Female,IT/ computer courses,0.1
Mizoram,Total,Female,law,0
Mizoram,Total,Female,management,0.3
Mizoram,Total,Female,medicine,0.6
Mizoram,Total,Female,others*,0.9
Mizoram,Total,Female,science,1.2
Mizoram,Total,Female,up to X,81
Mizoram,Total,Male,all (incl. n.r.),100
Mizoram,Total,Male,commerce,0.1
Mizoram,Total,Male,courses from ITI/ recognised vocational institutes,0.1
Mizoram,Total,Male,engineering,0
Mizoram,Total,Male,humanities,13.2
Mizoram,Total,Male,IT/ computer courses,0.1
Mizoram,Total,Male,law,0
Mizoram,Total,Male,management,0
Mizoram,Total,Male,medicine,0.2
Mizoram,Total,Male,others*,0.7
Mizoram,Total,Male,science,1.3
Mizoram,Total,Male,up to X,84.3
Mizoram,Total,Person,all (incl. n.r.),100
Mizoram,Total,Person,commerce,0.3
Mizoram,Total,Person,courses from ITI/ recognised vocational institutes,0.1
Mizoram,Total,Person,engineering,0
Mizoram,Total,Person,humanities,14.1
Mizoram,Total,Person,IT/ computer courses,0.1
Mizoram,Total,Person,law,0
Mizoram,Total,Person,management,0.1
Mizoram,Total,Person,medicine,0.4
Mizoram,Total,Person,others*,0.8
Mizoram,Total,Person,science,1.2
Mizoram,Total,Person,up to X,82.7
Mizoram,Urban,Female,all (incl. n.r.),100
Mizoram,Urban,Female,commerce,1.3
Mizoram,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
Mizoram,Urban,Female,engineering,0
Mizoram,Urban,Female,humanities,23.5
Mizoram,Urban,Female,IT/ computer courses,0.2
Mizoram,Urban,Female,law,0
Mizoram,Urban,Female,management,0
Mizoram,Urban,Female,medicine,1
Mizoram,Urban,Female,others*,1.3
Mizoram,Urban,Female,science,2.3
Mizoram,Urban,Female,up to X,70.2
Mizoram,Urban,Male,all (incl. n.r.),100
Mizoram,Urban,Male,commerce,0.2
Mizoram,Urban,Male,courses from ITI/ recognised vocational institutes,0.3
Mizoram,Urban,Male,engineering,0
Mizoram,Urban,Male,humanities,22.7
Mizoram,Urban,Male,IT/ computer courses,0.3
Mizoram,Urban,Male,law,0
Mizoram,Urban,Male,management,0
Mizoram,Urban,Male,medicine,0.5
Mizoram,Urban,Male,others*,0.9
Mizoram,Urban,Male,science,2.7
Mizoram,Urban,Male,up to X,72.4
Mizoram,Urban,Person,all (incl. n.r.),100
Mizoram,Urban,Person,commerce,0.7
Mizoram,Urban,Person,courses from ITI/ recognised vocational institutes,0.2
Mizoram,Urban,Person,engineering,0
Mizoram,Urban,Person,humanities,23.1
Mizoram,Urban,Person,IT/ computer courses,0.3
Mizoram,Urban,Person,law,0
Mizoram,Urban,Person,management,0
Mizoram,Urban,Person,medicine,0.8
Mizoram,Urban,Person,others*,1.1
Mizoram,Urban,Person,science,2.5
Mizoram,Urban,Person,up to X,71.3
Tripura,Rural,Female,all (incl. n.r.),100
Tripura,Rural,Female,commerce,0.1
Tripura,Rural,Female,courses from ITI/ recognised vocational institutes,0
Tripura,Rural,Female,engineering,0
Tripura,Rural,Female,humanities,12.2
Tripura,Rural,Female,IT/ computer courses,0
Tripura,Rural,Female,law,0
Tripura,Rural,Female,management,0
Tripura,Rural,Female,medicine,0.3
Tripura,Rural,Female,others*,0
Tripura,Rural,Female,science,0.9
Tripura,Rural,Female,up to X,86.5
Tripura,Rural,Male,all (incl. n.r.),100
Tripura,Rural,Male,commerce,0.7
Tripura,Rural,Male,courses from ITI/ recognised vocational institutes,0
Tripura,Rural,Male,engineering,0
Tripura,Rural,Male,humanities,8.7
Tripura,Rural,Male,IT/ computer courses,0
Tripura,Rural,Male,law,0
Tripura,Rural,Male,management,0
Tripura,Rural,Male,medicine,0
Tripura,Rural,Male,others*,0.3
Tripura,Rural,Male,science,1.1
Tripura,Rural,Male,up to X,89.1
Tripura,Rural,Person,all (incl. n.r.),100
Tripura,Rural,Person,commerce,0.4
Tripura,Rural,Person,courses from ITI/ recognised vocational institutes,0
Tripura,Rural,Person,engineering,0
Tripura,Rural,Person,humanities,10.3
Tripura,Rural,Person,IT/ computer courses,0
Tripura,Rural,Person,law,0
Tripura,Rural,Person,management,0
Tripura,Rural,Person,medicine,0.1
Tripura,Rural,Person,others*,0.2
Tripura,Rural,Person,science,1
Tripura,Rural,Person,up to X,87.9
Tripura,Total,Female,all (incl. n.r.),100
Tripura,Total,Female,commerce,0.1
Tripura,Total,Female,courses from ITI/ recognised vocational institutes,0
Tripura,Total,Female,engineering,0.2
Tripura,Total,Female,humanities,12.9
Tripura,Total,Female,IT/ computer courses,0
Tripura,Total,Female,law,0
Tripura,Total,Female,management,0.3
Tripura,Total,Female,medicine,0.3
Tripura,Total,Female,others*,0.1
Tripura,Total,Female,science,1.5
Tripura,Total,Female,up to X,84.6
Tripura,Total,Male,all (incl. n.r.),100
Tripura,Total,Male,commerce,0.8
Tripura,Total,Male,courses from ITI/ recognised vocational institutes,0.1
Tripura,Total,Male,engineering,0.3
Tripura,Total,Male,humanities,9
Tripura,Total,Male,IT/ computer courses,0
Tripura,Total,Male,law,0
Tripura,Total,Male,management,0
Tripura,Total,Male,medicine,0.1
Tripura,Total,Male,others*,0.4
Tripura,Total,Male,science,1.5
Tripura,Total,Male,up to X,87.7
Tripura,Total,Person,all (incl. n.r.),100
Tripura,Total,Person,commerce,0.5
Tripura,Total,Person,courses from ITI/ recognised vocational institutes,0
Tripura,Total,Person,engineering,0.3
Tripura,Total,Person,humanities,10.8
Tripura,Total,Person,IT/ computer courses,0
Tripura,Total,Person,law,0
Tripura,Total,Person,management,0.1
Tripura,Total,Person,medicine,0.2
Tripura,Total,Person,others*,0.3
Tripura,Total,Person,science,1.5
Tripura,Total,Person,up to X,86.3
Tripura,Urban,Female,all (incl. n.r.),100
Tripura,Urban,Female,commerce,0.3
Tripura,Urban,Female,courses from ITI/ recognised vocational institutes,0
Tripura,Urban,Female,engineering,0.8
Tripura,Urban,Female,humanities,15.6
Tripura,Urban,Female,IT/ computer courses,0.1
Tripura,Urban,Female,law,0
Tripura,Urban,Female,management,1.3
Tripura,Urban,Female,medicine,0.5
Tripura,Urban,Female,others*,0.6
Tripura,Urban,Female,science,3.5
Tripura,Urban,Female,up to X,77.3
Tripura,Urban,Male,all (incl. n.r.),100
Tripura,Urban,Male,commerce,1.4
Tripura,Urban,Male,courses from ITI/ recognised vocational institutes,0.1
Tripura,Urban,Male,engineering,1.6
Tripura,Urban,Male,humanities,10.4
Tripura,Urban,Male,IT/ computer courses,0.1
Tripura,Urban,Male,law,0
Tripura,Urban,Male,management,0
Tripura,Urban,Male,medicine,0.2
Tripura,Urban,Male,others*,0.7
Tripura,Urban,Male,science,3.1
Tripura,Urban,Male,up to X,82.4
Tripura,Urban,Person,all (incl. n.r.),100
Tripura,Urban,Person,commerce,0.8
Tripura,Urban,Person,courses from ITI/ recognised vocational institutes,0.1
Tripura,Urban,Person,engineering,1.2
Tripura,Urban,Person,humanities,12.8
Tripura,Urban,Person,IT/ computer courses,0.1
Tripura,Urban,Person,law,0
Tripura,Urban,Person,management,0.7
Tripura,Urban,Person,medicine,0.4
Tripura,Urban,Person,others*,0.6
Tripura,Urban,Person,science,3.3
Tripura,Urban,Person,up to X,80
Meghalaya,Rural,Female,all (incl. n.r.),100
Meghalaya,Rural,Female,commerce,0
Meghalaya,Rural,Female,courses from ITI/ recognised vocational institutes,0
Meghalaya,Rural,Female,engineering,0
Meghalaya,Rural,Female,humanities,6.2
Meghalaya,Rural,Female,IT/ computer courses,0.1
Meghalaya,Rural,Female,law,0
Meghalaya,Rural,Female,management,0
Meghalaya,Rural,Female,medicine,0
Meghalaya,Rural,Female,others*,0.2
Meghalaya,Rural,Female,science,0.1
Meghalaya,Rural,Female,up to X,93.4
Meghalaya,Rural,Male,all (incl. n.r.),100
Meghalaya,Rural,Male,commerce,0
Meghalaya,Rural,Male,courses from ITI/ recognised vocational institutes,0
Meghalaya,Rural,Male,engineering,0
Meghalaya,Rural,Male,humanities,5.8
Meghalaya,Rural,Male,IT/ computer courses,0.1
Meghalaya,Rural,Male,law,0
Meghalaya,Rural,Male,management,0
Meghalaya,Rural,Male,medicine,0
Meghalaya,Rural,Male,others*,0
Meghalaya,Rural,Male,science,0.4
Meghalaya,Rural,Male,up to X,93.6
Meghalaya,Rural,Person,all (incl. n.r.),100
Meghalaya,Rural,Person,commerce,0
Meghalaya,Rural,Person,courses from ITI/ recognised vocational institutes,0
Meghalaya,Rural,Person,engineering,0
Meghalaya,Rural,Person,humanities,6
Meghalaya,Rural,Person,IT/ computer courses,0.1
Meghalaya,Rural,Person,law,0
Meghalaya,Rural,Person,management,0
Meghalaya,Rural,Person,medicine,0
Meghalaya,Rural,Person,others*,0.1
Meghalaya,Rural,Person,science,0.3
Meghalaya,Rural,Person,up to X,93.5
Meghalaya,Total,Female,all (incl. n.r.),100
Meghalaya,Total,Female,commerce,0.7
Meghalaya,Total,Female,courses from ITI/ recognised vocational institutes,0
Meghalaya,Total,Female,engineering,0
Meghalaya,Total,Female,humanities,10.5
Meghalaya,Total,Female,IT/ computer courses,0.1
Meghalaya,Total,Female,law,0
Meghalaya,Total,Female,management,0
Meghalaya,Total,Female,medicine,0
Meghalaya,Total,Female,others*,0.3
Meghalaya,Total,Female,science,0.9
Meghalaya,Total,Female,up to X,87.4
Meghalaya,Total,Male,all (incl. n.r.),100
Meghalaya,Total,Male,commerce,0.4
Meghalaya,Total,Male,courses from ITI/ recognised vocational institutes,0
Meghalaya,Total,Male,engineering,0
Meghalaya,Total,Male,humanities,9.3
Meghalaya,Total,Male,IT/ computer courses,0.1
Meghalaya,Total,Male,law,0
Meghalaya,Total,Male,management,0
Meghalaya,Total,Male,medicine,0
Meghalaya,Total,Male,others*,0.1
Meghalaya,Total,Male,science,1.7
Meghalaya,Total,Male,up to X,88.4
Meghalaya,Total,Person,all (incl. n.r.),100
Meghalaya,Total,Person,commerce,0.5
Meghalaya,Total,Person,courses from ITI/ recognised vocational institutes,0
Meghalaya,Total,Person,engineering,0
Meghalaya,Total,Person,humanities,9.9
Meghalaya,Total,Person,IT/ computer courses,0.1
Meghalaya,Total,Person,law,0
Meghalaya,Total,Person,management,0
Meghalaya,Total,Person,medicine,0
Meghalaya,Total,Person,others*,0.2
Meghalaya,Total,Person,science,1.3
Meghalaya,Total,Person,up to X,87.9
Meghalaya,Urban,Female,all (incl. n.r.),100
Meghalaya,Urban,Female,commerce,3.5
Meghalaya,Urban,Female,courses from ITI/ recognised vocational institutes,0.1
Meghalaya,Urban,Female,engineering,0
Meghalaya,Urban,Female,humanities,28.5
Meghalaya,Urban,Female,IT/ computer courses,0
Meghalaya,Urban,Female,law,0.1
Meghalaya,Urban,Female,management,0
Meghalaya,Urban,Female,medicine,0
Meghalaya,Urban,Female,others*,0.7
Meghalaya,Urban,Female,science,4.5
Meghalaya,Urban,Female,up to X,62.5
Meghalaya,Urban,Male,all (incl. n.r.),100
Meghalaya,Urban,Male,commerce,2
Meghalaya,Urban,Male,courses from ITI/ recognised vocational institutes,0.1
Meghalaya,Urban,Male,engineering,0
Meghalaya,Urban,Male,humanities,23.5
Meghalaya,Urban,Male,IT/ computer courses,0.3
Meghalaya,Urban,Male,law,0
Meghalaya,Urban,Male,management,0.1
Meghalaya,Urban,Male,medicine,0
Meghalaya,Urban,Male,others*,0.1
Meghalaya,Urban,Male,science,6.6
Meghalaya,Urban,Male,up to X,67.3
Meghalaya,Urban,Person,all (incl. n.r.),100
Meghalaya,Urban,Person,commerce,2.8
Meghalaya,Urban,Person,courses from ITI/ recognised vocational institutes,0.1
Meghalaya,Urban,Person,engineering,0
Meghalaya,Urban,Person,humanities,25.9
Meghalaya,Urban,Person,IT/ computer courses,0.2
Meghalaya,Urban,Person,law,0
Meghalaya,Urban,Person,management,0
Meghalaya,Urban,Person,medicine,0
Meghalaya,Urban,Person,others*,0.4
Meghalaya,Urban,Person,science,5.6
Meghalaya,Urban,Person,up to X,64.9
Assam,Rural,Female,all (incl. n.r.),100
Assam,Rural,Female,commerce,0.9
Assam,Rural,Female,courses from ITI/ recognised vocational institutes,0.1
Assam,Rural,Female,engineering,0
Assam,Rural,Female,humanities,11.6
Assam,Rural,Female,IT/ computer courses,0
Assam,Rural,Female,law,0
Assam,Rural,Female,management,0
Assam,Rural,Female,medicine,0
Assam,Rural,Female,others*,0.3
Assam,Rural,Female,science,1.6
Assam,Rural,Female,up to X,85.4
Assam,Rural,Male,all (incl. n.r.),100
Assam,Rural,Male,commerce,2.2
Assam,Rural,Male,courses from ITI/ recognised vocational institutes,0.3
Assam,Rural,Male,engineering,0.2
Assam,Rural,Male,humanities,10.5
Assam,Rural,Male,IT/ computer courses,0
Assam,Rural,Male,law,0
Assam,Rural,Male,management,0
Assam,Rural,Male,medicine,0
Assam,Rural,Male,others*,0.4
Assam,Rural,Male,science,1.4
Assam,Rural,Male,up to X,85
Assam,Rural,Person,all (incl. n.r.),100
Assam,Rural,Person,commerce,1.7
Assam,Rural,Person,courses from ITI/ recognised vocational institutes,0.2
Assam,Rural,Person,engineering,0.1
Assam,Rural,Person,humanities,11
Assam,Rural,Person,IT/ computer courses,0
Assam,Rural,Person,law,0
Assam,Rural,Person,management,0
Assam,Rural,Person,medicine,0
Assam,Rural,Person,others*,0.4
Assam,Rural,Person,science,1.5
Assam,Rural,Person,up to X,85.2
Assam,Total,Female,all (incl. n.r.),100
Assam,Total,Female,commerce,1.3
Assam,Total,Female,courses from ITI/ recognised vocational institutes,0.1
Assam,Total,Female,engineering,0.1
Assam,Total,Female,humanities,12.3
Assam,Total,Female,IT/ computer courses,0
Assam,Total,Female,law,0
Assam,Total,Female,management,0
Assam,Total,Female,medicine,0.1
Assam,Total,Female,others*,0.3
Assam,Total,Female,science,2.2
Assam,Total,Female,up to X,83.6
Assam,Total,Male,all (incl. n.r.),100
Assam,Total,Male,commerce,3
Assam,Total,Male,courses from ITI/ recognised vocational institutes,0.3
Assam,Total,Male,engineering,0.3
Assam,Total,Male,humanities,10.5
Assam,Total,Male,IT/ computer courses,0
Assam,Total,Male,law,0
Assam,Total,Male,management,0
Assam,Total,Male,medicine,0
Assam,Total,Male,others*,0.4
Assam,Total,Male,science,2
